TPDEL	TPFIL1	TPCONO	TPPROD	TPDESC	TPSTCC	TPIND8	TPFIL2	TPPLGR	TPPLCL	TPPLGH	TPPLCH	TPPRGP	TPTOCO	TPCOL	TPICOL	TPSHDS	TPPRCL	TPFIL3	TPSMSG	TPGRAV	TPINGP	TPSGLN	TPABDS	TPSELL	TPFIL4	TPALTD	TPTISQ	TPFIL5	TPVCFC	TPFLCD	TPRPSL	TPDTTM	TPSPRT	TPIRSC	TPOWNB	TPFIL7
 	      	10	1146	SYNATIVE ES 2925-A            	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	17.8	N1	14031146	SYN 2925  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1147	LZ 40007                      	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	18.7	N1	14031147	LZ 40007  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1148	INFINEUM V385                 	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	22.8	N1	0	INF V385  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1149	PD-610                        	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	25.7	N1	0	PD-610    	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	115V	CASE HYDRAULIC EXCAV ATOR FLUI	        	20230331	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	26.9	L1	13000000	HYD EX FL 	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1150	OLOA 59034                    	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	12.7	N1	13000000	OLOA 59034	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1151	LZ 6477C                      	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	-4.4	N1	13000000	LZ 6477C  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1152	LZ 400C                       	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	24.9	N1	13000000	LZ 400C   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1153	LZ 600                        	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	20.3	N1	13000000	LZ 600    	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1155	LZ 1395                       	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	15.8	N1	13000000	LZ 1395   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1156	LZ 3108                       	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	27.5	N1	13000000	LZ 3108   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1157	LZ 3702                       	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	23.1	N1	13000000	LZ 3702   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1159	LZ 5006                       	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	14.4	N1	13000000	LZ 5006   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	116V	CNH MP GREASE (251H / GR-9)   	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	MP GREASE 	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1160	LZ 6857G                      	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	18.9	N1	13000000	LZ 6857G  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1161	LZ 7075F                      	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	31.9	N1	13000000	LZ 7075F  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1162	LZ 7819-A                     	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	7.8	N1	13000000	LZ 7819-A 	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1163	LZ 8689                       	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	8.9	N1	13000000	LZ 8689   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1165	LZ 9624-M                     	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	24.0	N1	13000000	LZ 9624-M 	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1169	SURCHEM HYBASE 313            	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	-6.3	N1	13000000	LE C 313  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	117V	CASE MULTI PURPOSE GREASE     	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	MP GREASE 	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1172	AW DHP                        	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	10.5	N1	13000000	AW DHP    	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1174	LZ 3138                       	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	25.0	N1	13000000	LZ 3138   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1175	LYONDELL SUPREME XL RR AD     	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	12.1	N1	13000000	LNDL SP XL	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1176	LZ 52                         	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	12.2	N1	13000000	LZ 52     	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1177	LZ 8698                       	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	13.2	N1	13000000	LZ 8698   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1178	LZ 7095                       	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	32.8	N1	13000000	LZ 7095   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1179	LZ 4998                       	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	14.3	N1	13000000	LZ 4998   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	118V	CNH MOLY GREASE               	        	20230331	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	26.9	L1	13000000	MOLY DISFD	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1181	LZ 889D                       	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	16.7	N1	13000000	LZ 889D   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1182	LZ ALOX 2296                  	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	14.4	N1	13000000	LZ 2296   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1183	CROSS L-60                    	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	25.6	M1	13000000	CR L-60   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1184	CROSS L-100                   	        	20170107	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	24.4	M1	13000000	L-100     	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1185	LZ 7776                       	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	14.2	N1	13000000	LZ 7776   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1186	LZ ALOX 165                   	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	20.7	N1	13000000	ALOX 165  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1187	ARAMCOPRIMA 600               	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	30.1	M1	13131187	PRIMA 600 	Y	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1189	WA 24                         	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	18.2	N1	13000000	WA 24     	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	119V	CASE MOLY GREASE              	        	20230331	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	26.9	L1	13000000	MOLY DISFD	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1190	LZ 760A                       	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	1.4	N1	13000000	LZ 760A   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1193	LARD OIL                      	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	22.6	N1	13000000	LARD OIL  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1194	LZ 382C                       	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	19.4	N1	13000000	LZ 382C   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1196	SOLUTIA PC 1344               	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	8.6	N1	13000000	PC 1344   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1197	LZ 779                        	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	21.1	N1	13000000	LZ 779    	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1198	LZ 8900                       	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	7.5	N1	13000000	LZ 8900   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1199	LZ 5346                       	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	15.6	N1	13000000	LZ 5346   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	120V	CASE HTO PREMIX               	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	HTO PREMIX	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1200	LZ 5190C                      	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	6.5	N1	13000000	LZ 5190C  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1202	WP 1050 VM                    	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	31.9	N1	13000000	WP 1050   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1203	LZ 5150C                      	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	15.9	N1	13000000	LZ 5150C  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1204	UNISOL RED BNM                	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	11.4	N1	13000000	RED BNM   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1205	SHELL VIS 265                 	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	0.1	N1	13131205	SHELL 265 	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1206	MAKON 4                       	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	0.1	N1	13000000	MAKON 4   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1207	STADIS 450                    	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	0.1	N1	13000000	STAT 450  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1208	AMYL ACETATE                  	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	30.3	N1	13000000	AMYL ACE  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1209	DOW 200 60,000 CST            	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	14.4	N1	13000000	60K CST   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	121V	CASE TRANS XHD FLUID          	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	TRANS XHD 	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1210	DOW 200 1,000 CST             	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	14.2	N1	13000000	1,000 CST 	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1211	PVS TOFA MEDIUM ROSIN         	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	24.1	N1	13000000	PVS TOFA  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1215	S/CD EC II 10W30              	        	20170101	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBRICATING OIL     	M03	 	 	30.1	L1	13000000	SAE 10W30 	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1216	ADX 511C                      	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	15.1	N1	13000000	ADX 511C  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1218	LZ 8251                       	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y10	 	 	25.0	T1	13000000	LZ 8251   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	122V	CASE AXLE OIL ADDITIVE        	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	AXEL ADD  	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1220	10W                           	        	20170101	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBRICATING OIL     	M02	 	 	30.0	L1	13000000	SAE 10W   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	    12	10	1222	N-BUTYL ACETATE               	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	29.0	N1	0	NB ACETATE	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1224	C-4/SH SAE 15W40              	        	20170101	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBRICATING OIL     	M07	 	 	28.8	L1	13000000	HD 15W40  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1225	PAR 8010                      	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	31.9	N1	13000000	PAR 8010  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1226	PERITONE 8051                 	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	30.8	N1	13000000	PRN 8051  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1227	LZ SLF3040 (ATF)              	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	8.7	L1	13000000	LZ 3040   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1228	LZ 424R                       	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	23.3	N1	13000000	LZ 424R   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1229	LZ PV610                      	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	20.1	N1	0	LZPV610   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	123V	CASE HTO ADDITIVE             	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	HTO ADD   	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1230	LZ PV1122                     	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	13.3	N1	0	LZPV1122  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1231	LUBRIZOL 6662A                	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	21.8	N1	0	LZ6662A   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1232	LZ PV 1202                    	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	14.4	N1	13000000	LZPV1202  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1233	PARATONE 68231                	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	33.0	N1	13000000	PAR 68231 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1234	LUBRIZOL 9680                 	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	23.5	N1	13131234	LZ 9680   	Y	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1235	LZ 7775                       	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	14.2	N1	0	LZ 7775   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1236	ELCO 103                      	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	8.3	N1	13000000	ELCO 103  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1237	BIS (2-EH) PHOSPHITE          	        	20170121	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	22.8	N1	13000000	BIS PHOSPH	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1238	INFINEUM M7280                	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	20.5	N1	13000000	INF M7280 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1239	INFINEUM M7125                	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	-5.6	N1	13000000	INF M7125 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	124V	CNH TRANSAXLE FLUID           	        	20230331	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	26.9	L1	13000000	MS 1317   	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1240	ADDITIN RC3740 396D           	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	14.4	N1	13000000	ADDRC3740 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1241	LZ OH9230                     	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	7.9	N1	13000000	LZ OH9230 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1242	OLOA 59096                    	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	14.5	N1	13000000	OLOA59096 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1243	PLI TG1013                    	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	9.8	N1	13000000	PLI TG1013	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
