TPDEL	TPFIL1	TPCONO	TPPROD	TPDESC	TPSTCC	TPIND8	TPFIL2	TPPLGR	TPPLCL	TPPLGH	TPPLCH	TPPRGP	TPTOCO	TPCOL	TPICOL	TPSHDS	TPPRCL	TPFIL3	TPSMSG	TPGRAV	TPINGP	TPSGLN	TPABDS	TPSELL	TPFIL4	TPALTD	TPTISQ	TPFIL5	TPVCFC	TPFLCD	TPRPSL	TPDTTM	TPSPRT	TPIRSC	TPOWNB	TPFIL7
 	      	10	0001	HYDROTREATED TEST PROD        	        	0	 	0	0	               	          	K2	0	0	0	PETROLEUM LUBRICATING OIL     	X07	 	 	23.7	H1	0	HN/CS BLND	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0002	DERESIN HYDRO TEST PROD       	        	0	 	0	0	               	          	K2	0	0	0	PETROLEUM LUBRICATING OIL     	X07	 	 	26.0	H1	13000000	AR HN/CS  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0003	HYDRO TEST RESINS             	        	0	 	0	0	               	          	K2	0	0	0	                              	L10	 	 	16.4	F1	13000000	HN/CS RNS 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0004	DEWAXED HYDRO TEST PROD       	        	0	 	0	0	               	          	K1	0	0	0	PETROLEUM WAX PARAFFIN        	P10	 	 	41.4	J1	13000000	HN/CS WAX 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0005	HYDRO TEST WAX                	        	0	 	0	0	               	          	K2	0	0	0	                              	J10	 	 	10.5	F1	0	HN/CS EXT 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0006	HYDRO TEST RAFFINATE          	        	0	 	0	0	               	          	K2	0	0	0	                              	R10	 	 	26.4	K1	13000000	HN/CS RFN 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0007	HYDRO TEST EXTRACT            	        	0	 	0	0	               	          	K2	0	0	0	                              	J10	 	 	10.5	F1	0	HN/CS EXT 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0329	ZERO AEROMATIC MINERAL        	        	0	 	0	0	               	0 AROM MIN	KA	0	0	0	                              	Y10	 	 	55.4	D1	13000000	ZERO AERO 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0355	DURASYN 164                   	        	20170121	 	0	0	               	DURASYN164	KA	0	0	0	                              	Y11	 	 	41.5	M1	13000000	DURSYN 164	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0386	REMNANTS                      	2911415 	0	 	0	0	               	REMNANTS  	KA	0	0	0	PETROLEUM LUBRICATING OIL     	X11	 	 	30.4	M1	13130386	REMNANTS  	Y	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0392	PUR 80 NEUTRAL                	        	20170101	 	0	0	               	PUR80 NEUT	KA	0	0	0	                              	Y11	 	 	34.7	M1	0	PUR80 NEUT	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0393	VANLUBE 622                   	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	-15.5	N1	13000000	VAN 622   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0394	IRGAMET 39                    	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	17.2	N1	13000000	IRG 39    	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0400	HIGH PERF MOTOR OIL REMNANTS  	        	20171201	 	0	0	               	HP REMNANT	KA	0	0	0	PETROLEUM LUBRICATING OIL     	X11	 	 	29.3	M1	13130400	HP REMNANT	N	  	HI PERF REMNANTS    	0	                                                                  	LU	Y	Y	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0408	MTBE                          	        	0	 	0	0	               	MTBE      	KA	0	0	0	                              	Y10	 	 	59.6	B1	13130408	MTBE      	N	  	                    	999	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0522	EMPOL 1016                    	        	20170101	 	0	0	               	EMPOL1016 	KA	0	0	0	                              	Y10	 	 	5.9	T1	0	EMPOL 1016	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0528	DAR CHEM 105 OLEIC            	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y10	 	 	28.8	N1	0	DARCHM 105	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0530	OLEIC ACID 105                	        	0	 	0	0	               	INDUSRN105	KA	0	0	0	                              	Y10	 	 	27.1	T1	13000000	INDUST 105	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0568	FATTY ACID                    	        	20170101	 	0	0	               	FATTY ACID	KA	0	0	0	                              	Y10	 	 	27.0	T1	0	FATTY ACID	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0570	TRITON NP 57                  	        	0	 	0	0	               	          	KA	0	0	0	                              	Y10	 	 	5.6	T1	13130570	TRITON 57 	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0580	NORLIG A 58                   	        	0	 	0	0	               	          	KA	0	0	0	                              	Y10	 	 	55.4	T1	13130580	NORLIG A  	Y	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	0779	LZ 779A                       	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	27.7	N1	0	LZ 779A   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	100V	NH MASTERTRAN SSL             	        	20230331	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	MAST SSL  	Y	  	                    	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1000	KETJENLUBE 135                	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	12.6	N1	0	KET 135   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1001	KETJENLUBE 1300               	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	11.4	N1	13000000	KL 1300   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1003	DB-PC SOLUTION                	        	0	 	0	0	               	          	K5	0	0	0	PETROLEUM LUBRICATING GREASE  	Y11	 	 	23.4	T1	13131003	DBPC      	Y	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1004	IRGANOX L 101                 	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y10	 	 	-8.5	T1	13000000	IRG L 101 	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1005	SOLTEX PB-32                  	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	26.2	N1	0	PB-32     	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1006	LZ ULTRAZOL 8219              	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y10	 	 	25.6	T1	0	ULTRA 8219	N	  	                    	0	                                                                  	LU	Y	 	0	   	090	 	                                                                                                                                                                                                                                              
 	      	10	1007	UNISOL LIQUID ORANGE DR       	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	19.7	N1	0	ORANGE DYE	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1008	TERGITOL NP 8                 	        	0	 	0	0	               	          	KA	0	0	0	                              	Y10	 	 	2.4	T1	13131008	TRG NP 8  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1009	VHVI 4                        	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	38.1	M1	13000000	VHVI 4    	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	101V	NH AXLE OIL ADDITIVE          	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	AXEL ADD  	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1010	ACETONE                       	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	47.5	N1	13000000	ACETONE   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1011	METHYL SALICYLATE             	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	-12.0	N1	0	METHYLSALI	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1012	FUNCTIONAL V-162 ANTI-MIST ADD	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	33.3	N1	0	FUNCTV162 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1013	KEROPUR AP 205-20 GASOLINE ADD	        	0	 	0	0	               	          	K4	0	0	0	                              	Y10	 	 	31.4	T1	0	KERAP20520	N	  	                    	0	                                                                  	LU	Y	 	0	   	090	 	                                                                                                                                                                                                                                              
 	      	10	102V	CNH AXLE OIL ADDITIVE         	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	AXEL ADD  	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	103V	NEW HOLLAND GR-1000 SYN GREASE	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	MP GREASE 	Y	  	NEW HOLLAND         	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	104V	NH GR-9 MULTI PURPOSE GREASE  	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	MP GREASE 	Y	  	NEW HOLLAND         	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	105V	CNH GR-1000 MULTI PURP GREASE 	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	MP GREASE 	Y	  	NEW HOLLAND         	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	106V	NH HI TEMP GREASE             	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	HI TEMP GR	Y	  	NEW HOLLAND         	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	107V	NEW HOLLAND F200              	        	20230331	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	26.9	L1	13000000	NH F200   	Y	  	NEW HOLLAND         	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	108V	NEW HOLLAND SAE 5W30          	        	20230331	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBICATING OIL      	V11	 	 	26.9	L1	13000000	SAE 5W30  	Y	  	NEW HOLLAND         	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	109V	CNH AUTO SUPREME 10W30        	        	20230331	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBICATING OIL      	V11	 	 	26.9	L1	13000000	SAE 5W30  	Y	  	NEW HOLLAND         	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	110V	CNH AUTO SUPREME 5W30         	        	20230331	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBICATING OIL      	V11	 	 	26.9	L1	13000000	SAE 5W30  	Y	  	NEW HOLLAND         	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1101	HERO HBX-1000 (B100 BIODIESEL)	        	0	 	0	0	               	          	KA	0	0	0	                              	Y10	 	 	29.3	C1	13000000	HBX 1000  	Y	  	                    	0	                                                                  	FO	Y	 	0	   	B00	 	                                                                                                                                                                                                                                              
 	      	10	1102	HERO HBX-20OO (B100 BIODIESEL)	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y10	 	 	29.2	C1	13000000	HBX 2000  	N	  	                    	0	                                                                  	FO	Y	 	0	   	B00	 	                                                                                                                                                                                                                                              
 	      	10	1103	HERO HBX-3000 (B100 BIODIESEL)	        	0	 	0	0	               	          	KA	0	0	0	                              	Y10	 	 	29.3	C1	13000000	HBX3000   	Y	  	INDUS. METHYL ESTERS	0	                                                                  	FO	Y	 	0	   	B00	 	                                                                                                                                                                                                                                              
 	      	10	1105	DENATURED FUEL ETHANOL        	        	0	 	0	0	               	          	K3	0	0	0	                              	Y10	 	 	29.2	B1	0	ETHANOL   	N	  	                    	0	                                                                  	LU	Y	 	0	   	E00	 	                                                                                                                                                                                                                                              
 	      	10	1109	HITEC 5748A                   	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	32.0	N1	0	HITEC 5748	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	111V	CNH HYDRODEX 3 ATF            	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	NH ATF    	Y	  	NEW HOLLAND         	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1111	HITEC 5755                    	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	32.5	N1	0	HITEC 5755	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1112	HITEC 6888                    	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	15.1	N1	13000000	HTECH 6888	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1113	HITECH 6888 E                 	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	13.6	N1	13000000	HTEC 6888E	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1114	INFINEUM S 1855               	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	0.1	N1	0	IN S 1855 	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1115	HITECH 5747                   	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	31.9	N1	13000000	HI 5747   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1116	VHVI 6                        	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	35.0	M1	13000000	VHVI 6    	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1117	VHVI 8                        	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	35.3	M1	13000000	VHVI 8    	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1118	S910                          	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	2.1	N1	0	S910      	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1119	ELCO 313                      	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	0.1	N1	0	ELCO 313  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	112V	NH ATF                        	        	20230331	 	0	0	               	          	KA	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	0.1	L1	13000000	NH ATF    	Y	  	NEW HOLLAND         	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1120	OLOA 2000                     	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	13.8	N1	13000000	OLOA 2000 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1121	PYLAM FLORO GREEN DYE #2119   	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	-2.9	N1	0	GREEN DYE 	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1122	LZ 3530                       	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	0.1	N1	0	LZ 3530   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1123	2000 PALE OIL                 	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	22.2	M1	13000000	2000 PALE 	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1124	OLOA 219                      	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	0.2	N1	0	OLOA 219  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1126	ELCO 102                      	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	-13.6	N1	0	ELCO 102  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1127	LZ 8719 X                     	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	13.0	N1	14031127	LZ 8719X  	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1128	ISOMERATE                     	        	0	 	0	0	               	          	K3	0	0	0	                              	X10	 	 	84.4	B2	13131128	ISOMERATE 	Y	  	                    	20	                                                                  	TZ	Y	 	0	   	126	 	                                                                                                                                                                                                                                              
 	      	10	1129	LZ 5085                       	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	23.8	N1	0	LZ 5085   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	113V	CASE LOW ASH SAE 30           	        	20230331	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	26.9	L1	13000000	LA SAE 30 	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1131	LZ 7719                       	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	25.3	N1	0	LZ 7719   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1132	LZ 20001                      	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	14.9	N1	14031132	LZ 20001  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1133	LZ 8676                       	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	14.9	N1	13131133	LZ 8676   	Y	  	LZ 8676             	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1134	CA AF 47 PREMIX               	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	15.9	N1	13000000	CA AF 47  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1135	OLOA 9725 CX                  	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	9.1	N1	13131135	OLOA 9725 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1136	LZ 5770                       	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	0.0	N1	13000000	HA 2955   	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1137	LZ 6880                       	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	16.8	N1	13000000	LZ 6880   	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1138	ELCO 313A                     	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	15.9	N1	13000000	ELCO 313A 	N	  	                    	0	                                                                  	  	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	114V	CASE LOW ASH SAE 10           	        	20230331	 	0	0	               	          	K4	0	0	0	PETROLEUM LUBRICATING OIL     	V11	 	 	26.9	L1	13000000	LA SAE 10 	Y	  	CASE                	0	                                                                  	  	Y	 	0	   	   	C	                                                                                                                                                                                                                                              
 	      	10	1140	OLOA 9730D                    	        	20170101	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	10.6	N1	13000000	OLOA 9730D	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1141	LZ 6885 A                     	        	0	 	0	0	               	          	KA	0	0	0	                              	Y11	 	 	14.9	N1	14031141	LZ 6885 A 	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1142	LZ 48007                      	        	20170101	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	25.5	N1	14031142	LZ 48007  	N	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1143	LZ 5318A                      	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	-18.5	N1	13131143	LZ 5318A  	Y	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
 	      	10	1144	LZ 6465A                      	        	0	 	0	0	               	          	K4	0	0	0	                              	Y11	 	 	-5.8	N1	13131144	LZ 6465A  	Y	  	                    	0	                                                                  	LU	Y	 	0	   	   	 	                                                                                                                                                                                                                                              
