UCDEL	UCCONO	UCPROD	UCFUNM	UCTUNM	UCOPER	UCCVFA	UCF001
 	10	7177	GAL	TOT	D	330.0000000	                                      
 	10	7730	TOT	GAL	M	330.0000000	                                      
 	10	7730	GAL	TOT	D	330.0000000	                                      
 	10	7730	DRM	GAL	M	53.8000000	                                      
 	10	7730	GAL	DRM	D	53.8000000	                                      
 	10	7730	KEG	GAL	M	16.1300000	                                      
 	10	7730	GAL	KEG	D	16.1300000	                                      
 	10	7735	DRM	GAL	M	53.6000000	                                      
 	10	7735	GAL	DRM	D	53.6000000	                                      
 	10	7735	KEG	GAL	M	16.0100000	                                      
 	10	7735	GAL	KEG	D	16.0100000	                                      
 	10	7799	TOT	GAL	M	330.0000000	                                      
 	10	7799	GAL	TOT	D	330.0000000	                                      
 	10	4129	CSG	GAL	M	4.0000000	                                      
 	10	4129	GAL	CSG	D	4.0000000	                                      
 	10	7210	TOT	GAL	M	330.0000000	                                      
 	10	7210	GAL	TOT	D	330.0000000	                                      
 	10	7215	TOT	GAL	M	330.0000000	                                      
 	10	7215	GAL	TOT	D	330.0000000	                                      
I	10	7797	TOT	GAL	M	330.0000000	                                      
I	10	7797	GAL	TOT	D	330.0000000	                                      
 	10	7382	TOT	GAL	M	330.0000000	                                      
 	10	7382	GAL	TOT	D	330.0000000	                                      
I	10	4463	GAL	LBS	M	6.8643000	                                      
I	10	4463	LBS	GAL	D	6.8643000	                                      
 	10	7939	GAL	TOT	D	330.0000000	                                      
 	10	7939	TOT	GAL	M	330.0000000	                                      
 	10	7215	GAL	CSG	D	4.0000000	                                      
 	10	7215	CSG	GAL	M	4.0000000	                                      
 	10	7215	CSQ	GAL	M	3.0000000	                                      
 	10	7215	GAL	CSQ	D	3.0000000	                                      
 	10	4464	GAL	LBS	M	6.8683000	                                      
 	10	4464	LBS	GAL	D	6.8683000	                                      
 	10	4333	TOT	GAL	M	330.0000000	                                      
 	10	4333	GAL	TOT	D	330.0000000	                                      
 	10	7127	CSG	GAL	M	4.0000000	                                      
 	10	7127	GAL	CSG	D	4.0000000	                                      
I	10	178V	ECH	LBS	M	7.8456000	                                      
I	10	178V	LBS	ECH	D	7.8456000	                                      
I	10	7522	ML 	GAL	M	378.5500000	                                      
I	10	7522	GAL	ML 	D	378.5500000	                                      
 	10	7522	Z14	GAL	M	2.5361000	                                      
 	10	7522	GAL	Z14	D	2.5361000	                                      
 	10	7522	Z14	ML 	M	9600.0000000	                                      
 	10	7522	ML 	Z14	D	9600.0000000	                                      
 	10	7942	GAL	Z25	D	1.5000000	                                      
 	10	7942	Z25	GAL	M	1.5000000	                                      
 	10	7942	GAL	CSG	D	4.0000000	                                      
 	10	7942	CSG	GAL	M	4.0000000	                                      
 	10	7942	PAL	GAL	M	5.0000000	                                      
 	10	7942	GAL	PAL	D	5.0000000	                                      
 	10	7942	DRM	GAL	M	55.0000000	                                      
 	10	7942	GAL	DRM	D	55.0000000	                                      
 	10	7210	GAL	LI 	M	3.7854000	                                      
 	10	7210	LI 	GAL	D	3.7854000	                                      
 	10	7943	Z15	GAL	M	0.5281250	                                      
 	10	7943	GAL	Z15	D	0.5281250	                                      
 	10	7943	Z16	GAL	M	0.5283440	                                      
 	10	7943	GAL	Z16	D	0.5283440	                                      
 	10	7320	PAL	LI 	M	18.9200000	                                      
 	10	7320	LI 	PAL	D	18.9200000	                                      
 	10	7320	GAL	PAL	D	5.0000000	                                      
 	10	7320	PAL	GAL	M	5.0000000	                                      
 	10	7393	TOT	GAL	M	330.2000000	                                      
 	10	7393	GAL	TOT	D	330.2000000	                                      
 	10	7527	ML 	Z14	D	9600.0000000	                                      
 	10	7527	Z14	ML 	M	9600.0000000	                                      
 	10	7527	GAL	Z14	D	2.5361000	                                      
 	10	7527	Z14	GAL	M	2.5361000	                                      
 	10	7943	GAL	Z09	M	1.5843750	                                      
 	10	7943	Z09	GAL	D	1.5843750	                                      
 	10	7101	CSQ	GAL	M	3.0000000	                                      
 	10	7101	GAL	CSQ	D	3.0000000	                                      
 	10	7101	GAL	QTS	M	4.0000000	                                      
 	10	7101	QTS	GAL	D	4.0000000	                                      
 	10	7100	CSQ	GAL	M	3.0000000	                                      
 	10	7100	GAL	CSQ	D	3.0000000	                                      
 	10	7100	GAL	QTS	M	4.0000000	                                      
 	10	7100	QTS	GAL	D	4.0000000	                                      
 	10	7106	CSQ	GAL	M	3.0000000	                                      
 	10	7106	GAL	CSQ	D	3.0000000	                                      
 	10	7106	GAL	QTS	M	4.0000000	                                      
 	10	7106	QTS	GAL	D	4.0000000	                                      
 	10	7102	CSQ	GAL	M	3.0000000	                                      
 	10	7102	GAL	CSQ	D	3.0000000	                                      
 	10	7102	GAL	QTS	M	4.0000000	                                      
 	10	7102	QTS	GAL	D	4.0000000	                                      
 	10	7103	CSQ	GAL	M	3.0000000	                                      
 	10	7103	GAL	CSQ	D	3.0000000	                                      
 	10	7103	GAL	QTS	M	4.0000000	                                      
 	10	7103	QTS	GAL	D	4.0000000	                                      
 	10	7104	CSQ	GAL	M	3.0000000	                                      
 	10	7104	GAL	CSQ	D	3.0000000	                                      
 	10	7104	GAL	QTS	M	4.0000000	                                      
 	10	7104	QTS	GAL	D	4.0000000	                                      
 	10	7401	QTS	GAL	D	4.0000000	                                      
 	10	7401	GAL	QTS	M	4.0000000	                                      
 	10	7352	CSG	GAL	M	4.0000000	                                      
 	10	7352	GAL	CSG	D	4.0000000	                                      
 	10	7095	CSQ	GAL	M	3.0000000	                                      
 	10	7095	GAL	CSQ	D	3.0000000	                                      
 	10	7095	GAL	QTS	M	4.0000000	                                      
 	10	7095	QTS	GAL	D	4.0000000	                                      
 	10	7099	CSQ	GAL	M	3.0000000	                                      
 	10	7099	GAL	CSQ	D	3.0000000	                                      
 	10	7099	GAL	QTS	M	4.0000000	                                      
 	10	7099	QTS	GAL	D	4.0000000	                                      
 	10	7097	CSQ	GAL	M	3.0000000	                                      
 	10	7097	GAL	CSQ	D	3.0000000	                                      
 	10	7097	GAL	QTS	M	4.0000000	                                      
 	10	7097	QTS	GAL	D	4.0000000	                                      
 	10	7098	CSQ	GAL	M	3.0000000	                                      
 	10	7098	GAL	CSQ	D	3.0000000	                                      
 	10	7098	GAL	QTS	M	4.0000000	                                      
 	10	7098	QTS	GAL	D	4.0000000	                                      
 	10	7096	CSQ	GAL	M	3.0000000	                                      
 	10	7096	GAL	CSQ	D	3.0000000	                                      
 	10	7096	GAL	QTS	M	4.0000000	                                      
 	10	7096	QTS	GAL	D	4.0000000	                                      
 	10	7433	CSQ	GAL	M	3.0000000	                                      
 	10	7433	GAL	CSQ	D	3.0000000	                                      
 	10	7433	GAL	QTS	M	4.0000000	                                      
 	10	7433	QTS	GAL	D	4.0000000	                                      
 	10	7795	GAL	PAL	D	4.7873720	                                      
 	10	7795	PAL	GAL	M	4.7873720	                                      
 	10	7795	LBS	PAL	D	35.0000000	                                      
 	10	7795	PAL	LBS	M	35.0000000	                                      
 	10	7432	CSQ	GAL	M	3.0000000	                                      
 	10	7432	GAL	CSQ	D	3.0000000	                                      
 	10	7432	GAL	QTS	M	4.0000000	                                      
 	10	7432	QTS	GAL	D	4.0000000	                                      
 	10	7948	GAL	Z16	D	0.5283440	                                      
 	10	7948	Z16	GAL	M	0.5283440	                                      
 	10	7948	GAL	Z15	D	0.5281250	                                      
 	10	7948	Z15	GAL	M	0.5281250	                                      
 	10	7943	Z08	GAL	D	1.5850320	                                      
 	10	7943	GAL	Z08	M	1.5850320	                                      
 	10	7948	Z08	GAL	M	1.5850320	                                      
 	10	7948	GAL	Z08	D	1.5850320	                                      
 	10	7948	Z09	GAL	M	1.5843750	                                      
 	10	7948	GAL	Z09	D	1.5843750	                                      
 	10	7130	CSQ	GAL	M	3.0000000	                                      
 	10	7130	GAL	CSQ	D	3.0000000	                                      
 	10	7130	GAL	QTS	M	4.0000000	                                      
 	10	7130	QTS	GAL	D	4.0000000	                                      
 	10	7141	CSQ	GAL	M	3.0000000	                                      
 	10	7141	GAL	CSQ	D	3.0000000	                                      
 	10	7141	QTS	GAL	D	4.0000000	                                      
 	10	7141	GAL	QTS	M	4.0000000	                                      
 	10	7136	CSG	GAL	M	4.0000000	                                      
 	10	7136	GAL	CSG	D	4.0000000	                                      
I	10	7935	GAL	ML 	D	0.4292800	                                      
I	10	7935	ML 	GAL	M	0.4292800	                                      
 	10	7935	GAL	Z17	M	2.3292308	                                      
 	10	7935	Z17	GAL	D	2.3292308	                                      
 	10	7934	GAL	Z18	D	0.6604300	                                      
 	10	7934	Z18	GAL	M	0.6604300	                                      
 	10	7933	GAL	Z29	D	0.5151360	                                      
 	10	7933	Z29	GAL	M	0.5151360	                                      
 	10	7108	CSQ	GAL	M	3.0000000	                                      
 	10	7108	GAL	CSQ	D	3.0000000	                                      
 	10	7108	GAL	QTS	M	4.0000000	                                      
 	10	7108	QTS	GAL	D	4.0000000	                                      
 	10	7093	CSQ	GAL	M	3.0000000	                                      
 	10	7093	GAL	CSQ	D	3.0000000	                                      
 	10	7093	GAL	QTS	M	4.0000000	                                      
 	10	7093	QTS	GAL	D	4.0000000	                                      
 	10	7094	CSQ	GAL	M	3.0000000	                                      
 	10	7094	GAL	CSQ	D	3.0000000	                                      
 	10	7094	QTS	GAL	D	4.0000000	                                      
 	10	7094	GAL	QTS	M	4.0000000	                                      
 	10	7092	CSQ	GAL	M	3.0000000	                                      
 	10	7092	GAL	CSQ	D	3.0000000	                                      
 	10	7092	GAL	QTS	M	4.0000000	                                      
 	10	7092	QTS	GAL	D	4.0000000	                                      
 	10	7091	CSQ	GAL	M	3.0000000	                                      
 	10	7091	GAL	CSQ	D	3.0000000	                                      
 	10	7091	GAL	QTS	M	4.0000000	                                      
 	10	7091	QTS	GAL	D	4.0000000	                                      
 	10	7434	CSQ	GAL	M	3.0000000	                                      
 	10	7434	GAL	CSQ	D	3.0000000	                                      
 	10	7434	GAL	QTS	M	4.0000000	                                      
 	10	7434	QTS	GAL	D	4.0000000	                                      
 	10	7942	Z26	GAL	M	1.5057810	                                      
 	10	7942	GAL	Z26	D	1.5057810	                                      
 	10	7552	CSQ	GAL	M	3.0000000	                                      
 	10	7552	GAL	CSQ	D	3.0000000	                                      
 	10	7552	GAL	QTS	M	4.0000000	                                      
 	10	7552	QTS	GAL	D	4.0000000	                                      
 	10	7551	CSQ	GAL	M	3.0000000	                                      
 	10	7551	GAL	CSQ	D	3.0000000	                                      
 	10	7551	GAL	QTS	M	4.0000000	                                      
 	10	7551	QTS	GAL	D	4.0000000	                                      
 	10	7550	GAL	QTS	M	4.0000000	                                      
 	10	7550	QTS	GAL	D	4.0000000	                                      
 	10	7550	CSQ	GAL	M	3.0000000	                                      
 	10	7550	GAL	CSQ	D	3.0000000	                                      
 	10	7553	CSQ	GAL	M	3.0000000	                                      
 	10	7553	GAL	CSQ	D	3.0000000	                                      
 	10	7553	GAL	QTS	M	4.0000000	                                      
 	10	7553	QTS	GAL	D	4.0000000	                                      
 	10	7551	CSQ	QTS	D	12.0000000	                                      
 	10	7551	QTS	CSQ	M	12.0000000	                                      
 	10	7550	CSQ	QTS	D	12.0000000	                                      
 	10	7550	QTS	CSQ	M	12.0000000	                                      
 	10	7552	CSQ	QTS	D	12.0000000	                                      
 	10	7552	QTS	CSQ	M	12.0000000	                                      
 	10	7553	CSQ	QTS	D	12.0000000	                                      
 	10	7553	QTS	CSQ	M	12.0000000	                                      
 	10	7107	CAS	GAL	M	0.7500000	                                      
 	10	7107	GAL	CAS	D	0.7500000	                                      
 	10	7090	CAS	GAL	D	0.7500000	                                      
 	10	7090	GAL	CAS	M	0.7500000	                                      
 	10	4329	GAL	PAL	D	5.0000000	                                      
 	10	4329	PAL	GAL	M	5.0000000	                                      
 	10	7307	GAL	CSG	M	4.0000000	                                      
 	10	7307	CSG	GAL	D	4.0000000	                                      
 	10	7307	GAL	CSQ	M	3.0000000	                                      
 	10	7307	CSQ	GAL	D	3.0000000	                                      
 	10	7350	CSQ	GAL	M	3.0000000	                                      
 	10	7350	GAL	CSQ	D	3.0000000	                                      
 	10	7173	GAL	CSQ	D	3.0000000	                                      
 	10	7173	CSQ	GAL	M	3.0000000	                                      
 	10	7220	PAL	GAL	M	5.0000000	                                      
 	10	7220	GAL	PAL	D	5.0000000	                                      
I	10	7329	GAL	PAL	M	5.0000000	                                      
I	10	7329	PAL	GAL	D	5.0000000	                                      
 	10	7391	GAL	PAL	M	5.0000000	                                      
 	10	7391	PAL	GAL	D	5.0000000	                                      
 	10	7391	LI 	PAL	M	18.9270600	                                      
 	10	7391	PAL	LI 	D	18.9270600	                                      
 	10	7392	GAL	PAL	D	5.0000000	                                      
 	10	7392	PAL	GAL	M	5.0000000	                                      
 	10	7137	GAL	PAL	D	5.0000000	                                      
 	10	7137	PAL	GAL	M	5.0000000	                                      
 	10	7064	PAL	GAL	M	5.0000000	                                      
 	10	7064	GAL	PAL	D	5.0000000	                                      
I	10	7320	GAL	CAS	M	4.0000000	                                      
I	10	7320	CAS	GAL	D	4.0000000	                                      
 	10	7726	CSQ	GAL	M	3.0000000	                                      
 	10	7726	GAL	CSQ	D	3.0000000	                                      
 	10	7726	CSG	GAL	M	4.0000000	                                      
 	10	7726	GAL	CSG	D	4.0000000	                                      
 	10	7320	GAL	Z19	M	4.0000000	                                      
 	10	7320	Z19	GAL	D	4.0000000	                                      
 	10	7292	GAL	TOT	D	330.0000000	                                      
 	10	7292	TOT	GAL	M	330.0000000	                                      
 	10	7284	GAL	TOT	D	330.0000000	                                      
 	10	7284	TOT	GAL	M	330.0000000	                                      
 	10	7291	GAL	TOT	D	330.0000000	                                      
 	10	7291	TOT	GAL	M	330.0000000	                                      
 	10	7737	GAL	CSG	D	4.0000000	                                      
 	10	7737	CSG	GAL	M	4.0000000	                                      
 	10	7747	GAL	TOT	D	330.0000000	                                      
 	10	7747	TOT	GAL	M	330.0000000	                                      
 	10	7748	TOT	GAL	M	330.0000000	                                      
 	10	7748	GAL	TOT	D	330.0000000	                                      
 	10	7193	GAL	Z19	M	4.0000000	                                      
 	10	7193	Z19	GAL	D	4.0000000	                                      
 	10	7730	GAL	Z19	M	4.0000000	                                      
 	10	7730	Z19	GAL	D	4.0000000	                                      
 	10	7731	GAL	Z19	M	4.0000000	                                      
 	10	7731	Z19	GAL	D	4.0000000	                                      
 	10	7392	GAL	Z19	M	4.0000000	                                      
 	10	7392	Z19	GAL	D	4.0000000	                                      
 	10	7352	GAL	Z19	M	4.0000000	                                      
 	10	7352	Z19	GAL	D	4.0000000	                                      
 	10	7720	GAL	Z19	M	4.0000000	                                      
 	10	7720	Z19	GAL	D	4.0000000	                                      
 	10	7424	GAL	Z19	M	4.0000000	                                      
 	10	7424	Z19	GAL	D	4.0000000	                                      
 	10	7391	GAL	Z19	M	4.0000000	                                      
 	10	7391	Z19	GAL	D	4.0000000	                                      
 	10	7220	GAL	Z20	M	5.0000000	                                      
 	10	7220	Z20	GAL	D	5.0000000	                                      
 	10	7242	GAL	CSQ	M	3.0000000	                                      
 	10	7242	CSQ	GAL	D	3.0000000	                                      
 	10	7243	GAL	CSQ	M	3.0000000	                                      
 	10	7243	CSQ	GAL	D	3.0000000	                                      
 	10	7244	GAL	CSQ	M	3.0000000	                                      
 	10	7244	CSQ	GAL	D	3.0000000	                                      
 	10	7941	Z16	GAL	M	0.5283440	                                      
 	10	7941	GAL	Z16	D	0.5283440	                                      
 	10	7941	GAL	Z08	D	1.5850320	                                      
 	10	7941	Z08	GAL	M	1.5850320	                                      
 	10	7941	GAL	Z09	D	1.5843750	                                      
 	10	7941	Z09	GAL	M	1.5843750	                                      
 	10	7941	GAL	Z15	D	0.5281250	                                      
 	10	7941	Z15	GAL	M	0.5281250	                                      
 	10	7087	GAL	CSG	M	4.0000000	                                      
 	10	7087	CSG	GAL	D	4.0000000	                                      
 	10	7088	GAL	CSG	M	4.0000000	                                      
 	10	7088	CSG	GAL	D	4.0000000	                                      
 	10	7089	GAL	CSG	M	4.0000000	                                      
 	10	7089	CSG	GAL	D	4.0000000	                                      
 	10	7402	CSQ	GAL	M	3.0000000	                                      
 	10	7402	GAL	CSQ	D	3.0000000	                                      
 	10	7402	GAL	QTS	M	4.0000000	                                      
 	10	7402	QTS	GAL	D	4.0000000	                                      
 	10	7944	GAL	Z25	D	1.5000000	                                      
 	10	7944	Z25	GAL	M	1.5000000	                                      
 	10	7767	TOT	GAL	M	275.0000000	                                      
 	10	7767	GAL	TOT	D	275.0000000	                                      
 	10	7168	CSQ	GAL	M	3.0000000	                                      
 	10	7168	GAL	CSQ	D	3.0000000	                                      
 	10	7168	GAL	PAL	D	5.0000000	                                      
 	10	7168	PAL	GAL	M	5.0000000	                                      
 	10	7168	GAL	QTS	M	4.0000000	                                      
 	10	7168	QTS	GAL	D	4.0000000	                                      
 	10	7168	TOT	GAL	M	330.0000000	                                      
 	10	7168	GAL	TOT	D	330.0000000	                                      
 	10	7104	CSG	GAL	M	4.0000000	                                      
 	10	7104	GAL	CSG	D	4.0000000	                                      
 	10	7945	GAL	Z31	D	0.5859380	                                      
 	10	7945	Z31	GAL	M	0.5859380	                                      
 	10	7949	GAL	Z32	D	0.7500000	                                      
 	10	7949	Z32	GAL	M	0.7500000	                                      
 	10	7949	GAL	Z33	D	0.9996270	                                      
 	10	7949	Z33	GAL	M	0.9996270	                                      
 	10	7945	GAL	Z34	D	0.5625000	                                      
 	10	7945	Z34	GAL	M	0.5625000	                                      
 	10	7945	GAL	Z35	D	0.5864620	                                      
 	10	7945	Z35	GAL	M	0.5864620	                                      
 	10	7946	GAL	Z36	D	0.5547610	                                      
 	10	7946	Z36	GAL	M	0.5547610	                                      
 	10	7957	Z17	GAL	D	2.3292308	                                      
 	10	7957	GAL	Z17	M	2.3292308	                                      
 	10	7958	Z37	GAL	D	2.2264706	                                      
 	10	7958	GAL	Z37	M	2.2264706	                                      
 	10	7224	CSG	GAL	M	4.0000000	                                      
 	10	7224	GAL	CSG	D	4.0000000	                                      
 	10	7223	CSG	GAL	M	4.0000000	                                      
 	10	7223	GAL	CSG	D	4.0000000	                                      
 	10	7938	Z12	GAL	M	0.6601563	                                      
 	10	7938	GAL	Z12	D	0.6601563	                                      
 	10	7938	Z18	GAL	M	0.6604300	                                      
 	10	7938	GAL	Z18	D	0.6604300	                                      
 	10	7949	Z12	GAL	M	0.6601563	                                      
 	10	7949	GAL	Z12	D	0.6601563	                                      
 	10	7949	Z18	GAL	M	0.6604300	                                      
 	10	7949	GAL	Z18	D	0.6604300	                                      
 	10	7079	CSQ	GAL	M	3.0000000	                                      
 	10	7079	GAL	CSQ	D	3.0000000	                                      
 	10	7079	GAL	QTS	M	4.0000000	                                      
 	10	7079	QTS	GAL	D	4.0000000	                                      
 	10	7072	CSQ	GAL	M	3.0000000	                                      
 	10	7072	GAL	CSQ	D	3.0000000	                                      
 	10	7072	GAL	QTS	M	4.0000000	                                      
 	10	7072	QTS	GAL	D	4.0000000	                                      
 	10	4554	GAL	QTS	D	0.2500000	                                      
 	10	4554	QTS	GAL	M	0.2500000	                                      
 	10	7106	CSG	GAL	M	4.0000000	                                      
 	10	7106	GAL	CSG	D	4.0000000	                                      
 	10	7074	CSG	GAL	M	4.0000000	                                      
 	10	7074	GAL	CSG	D	4.0000000	                                      
 	10	7073	CSG	GAL	M	4.0000000	                                      
 	10	7073	GAL	CSG	D	4.0000000	                                      
 	10	7223	GAL	QTS	D	0.2500000	                                      
 	10	7223	QTS	GAL	M	0.2500000	                                      
 	10	7356	GAL	QTS	D	0.2500000	                                      
 	10	7356	QTS	GAL	M	0.2500000	                                      
 	10	4421	QTS	GAL	M	0.2500000	                                      
 	10	4421	GAL	QTS	D	0.2500000	                                      
 	10	4313	GAL	QTS	D	0.2500000	                                      
 	10	4313	QTS	GAL	M	0.2500000	                                      
 	10	4315	GAL	QTS	D	0.2500000	                                      
 	10	4315	QTS	GAL	M	0.2500000	                                      
 	10	4129	GAL	QTS	D	0.2500000	                                      
 	10	4129	QTS	GAL	M	0.2500000	                                      
 	10	4310	GAL	QTS	D	0.2500000	                                      
 	10	4310	QTS	GAL	M	0.2500000	                                      
 	10	4577	GAL	QTS	D	0.2500000	                                      
 	10	4577	QTS	GAL	M	0.2500000	                                      
 	10	7080	CSQ	GAL	M	3.0000000	                                      
 	10	7080	GAL	CSQ	D	3.0000000	                                      
 	10	7080	CSG	GAL	M	4.0000000	                                      
 	10	7080	GAL	CSG	D	4.0000000	                                      
 	10	4579	GAL	QTS	D	0.2500000	                                      
 	10	4579	QTS	GAL	M	0.2500000	                                      
 	10	4618	GAL	QTS	D	0.2500000	                                      
 	10	4618	QTS	GAL	M	0.2500000	                                      
 	10	7081	CSG	GAL	M	4.0000000	                                      
 	10	7081	GAL	CSG	D	4.0000000	                                      
 	10	7081	CSQ	GAL	M	3.0000000	                                      
 	10	7081	GAL	CSQ	D	3.0000000	                                      
 	10	7083	CSG	GAL	M	4.0000000	                                      
 	10	7083	GAL	CSG	D	4.0000000	                                      
 	10	7083	CSQ	GAL	M	3.0000000	                                      
 	10	7083	GAL	CSQ	D	3.0000000	                                      
 	10	7078	CSQ	GAL	M	3.0000000	                                      
 	10	7078	GAL	CSQ	D	3.0000000	                                      
 	10	4555	GAL	QTS	D	0.2500000	                                      
 	10	4555	QTS	GAL	M	0.2500000	                                      
 	10	7082	CSG	GAL	M	4.0000000	                                      
 	10	7082	GAL	CSG	D	4.0000000	                                      
 	10	7082	CSQ	GAL	M	3.0000000	                                      
 	10	7082	GAL	CSQ	D	3.0000000	                                      
 	10	7084	CSG	GAL	M	4.0000000	                                      
 	10	7084	GAL	CSG	D	4.0000000	                                      
 	10	7084	CSQ	GAL	M	3.0000000	                                      
 	10	7084	GAL	CSQ	D	3.0000000	                                      
 	10	7085	CSG	GAL	M	4.0000000	                                      
 	10	7085	GAL	CSG	D	4.0000000	                                      
 	10	7085	CSQ	GAL	M	3.0000000	                                      
 	10	7085	GAL	CSQ	D	3.0000000	                                      
 	10	4324	GAL	QTS	D	0.2500000	                                      
 	10	4324	QTS	GAL	M	0.2500000	                                      
 	10	4303	GAL	QTS	D	0.2500000	                                      
 	10	4303	QTS	GAL	M	0.2500000	                                      
 	10	4318	GAL	QTS	D	0.2500000	                                      
 	10	4318	QTS	GAL	M	0.2500000	                                      
 	10	4127	GAL	QTS	D	0.2500000	                                      
 	10	4127	QTS	GAL	M	0.2500000	                                      
 	10	4451	GAL	QTS	D	0.2500000	                                      
 	10	4451	QTS	GAL	M	0.2500000	                                      
 	10	4459	GAL	QTS	D	0.2500000	                                      
 	10	4459	QTS	GAL	M	0.2500000	                                      
 	10	7076	CSQ	GAL	M	3.0000000	                                      
 	10	7076	GAL	CSQ	D	3.0000000	                                      
 	10	7076	QTS	GAL	D	4.0000000	                                      
 	10	7076	GAL	QTS	M	4.0000000	                                      
 	10	8201	GAL	QTS	D	0.2500000	                                      
 	10	8201	QTS	GAL	M	0.2500000	                                      
 	10	4329	GAL	QTS	D	0.2500000	                                      
 	10	4329	QTS	GAL	M	0.2500000	                                      
 	10	1161	GAL	QTS	D	0.2500000	                                      
 	10	1161	QTS	GAL	M	0.2500000	                                      
 	10	1225	GAL	QTS	D	0.2500000	                                      
 	10	1225	QTS	GAL	M	0.2500000	                                      
 	10	7730	GAL	QTS	M	4.0000000	                                      
 	10	7730	QTS	GAL	D	4.0000000	                                      
 	10	4449	GAL	QTS	D	0.2500000	                                      
 	10	4449	QTS	GAL	M	0.2500000	                                      
 	10	4115	GAL	QTS	D	0.2500000	                                      
 	10	4115	QTS	GAL	M	0.2500000	                                      
 	10	4118	QTS	GAL	M	0.2500000	                                      
 	10	4118	GAL	QTS	D	0.2500000	                                      
 	10	4454	QTS	GAL	M	0.2500000	                                      
 	10	4454	GAL	QTS	D	0.2500000	                                      
