UCDEL	UCCONO	UCPROD	UCFUNM	UCTUNM	UCOPER	UCCVFA	UCF001
I	10	7359	LBS	GAL	D	7.2170000	                                      
I	10	7360	GAL	LBS	M	6.9945000	                                      
I	10	7360	LBS	GAL	D	6.9945000	                                      
I	10	7362	GAL	LBS	M	7.1600000	                                      
I	10	7362	LBS	GAL	D	7.1600000	                                      
I	10	7363	GAL	LBS	M	7.2748000	                                      
I	10	7363	LBS	GAL	D	7.2748000	                                      
I	10	7364	GAL	LBS	M	7.2170000	                                      
I	10	7364	LBS	GAL	D	7.2170000	                                      
I	10	7365	GAL	LBS	M	7.3610000	                                      
I	10	7365	LBS	GAL	D	7.3610000	                                      
I	10	7366	GAL	LBS	M	7.3970000	                                      
I	10	7366	LBS	GAL	D	7.3970000	                                      
I	10	7367	GAL	LBS	M	7.4072000	                                      
I	10	7367	LBS	GAL	D	7.4072000	                                      
I	10	7368	LBS	GAL	D	7.3730000	                                      
I	10	7369	GAL	LBS	M	7.4060000	                                      
I	10	7369	LBS	GAL	D	7.4060000	                                      
I	10	7370	GAL	LBS	M	7.4446000	                                      
I	10	7370	LBS	GAL	D	7.4446000	                                      
I	10	7371	GAL	LBS	M	7.3640000	                                      
I	10	7371	LBS	GAL	D	7.3640000	                                      
I	10	7373	GAL	LBS	M	7.1644000	                                      
I	10	7373	LBS	GAL	D	7.1644000	                                      
I	10	7374	GAL	LBS	M	7.2614000	                                      
I	10	7374	LBS	GAL	D	7.2614000	                                      
I	10	7375	GAL	LBS	M	7.2658000	                                      
I	10	7375	LBS	GAL	D	7.2658000	                                      
I	10	7376	GAL	LBS	M	7.2973000	                                      
I	10	7376	LBS	GAL	D	7.2973000	                                      
I	10	7380	GAL	LBS	M	7.2658000	                                      
I	10	7380	LBS	GAL	D	7.2658000	                                      
I	10	7381	GAL	LBS	M	7.2258000	                                      
I	10	7381	LBS	GAL	D	7.2258000	                                      
I	10	7382	GAL	LBS	M	7.3245000	                                      
I	10	7382	LBS	GAL	D	7.3245000	                                      
I	10	7383	GAL	LBS	M	7.3370000	                                      
I	10	7383	LBS	GAL	D	7.3370000	                                      
I	10	7384	GAL	LBS	M	7.3154000	                                      
I	10	7384	LBS	GAL	D	7.3154000	                                      
I	10	7385	GAL	LBS	M	7.3154000	                                      
I	10	7385	LBS	GAL	D	7.3154000	                                      
I	10	7391	GAL	LBS	M	7.2703000	                                      
I	10	7391	LBS	GAL	D	7.2703000	                                      
I	10	7392	GAL	LBS	M	7.2883000	                                      
I	10	7392	LBS	GAL	D	7.2883000	                                      
I	10	7393	GAL	LBS	M	7.3564000	                                      
I	10	7393	LBS	GAL	D	7.3564000	                                      
I	10	7396	GAL	LBS	M	7.3640000	                                      
I	10	7396	LBS	GAL	D	7.3640000	                                      
I	10	7421	GAL	LBS	M	7.1530000	                                      
I	10	7421	LBS	GAL	D	7.1530000	                                      
I	10	7422	GAL	LBS	M	7.1530000	                                      
I	10	7422	LBS	GAL	D	7.1530000	                                      
I	10	7424	GAL	LBS	M	7.1470000	                                      
 	10	7424	GAL	QTS	M	4.0000000	                                      
 	10	7424	QTS	GAL	D	4.0000000	                                      
I	10	7426	GAL	LBS	M	7.2550000	                                      
I	10	7426	LBS	GAL	D	7.2550000	                                      
I	10	7427	GAL	LBS	M	7.2380000	                                      
I	10	7427	LBS	GAL	D	7.2380000	                                      
I	10	7428	GAL	LBS	M	7.2550000	                                      
I	10	7428	LBS	GAL	D	7.2550000	                                      
I	10	7429	LBS	GAL	D	7.4220000	                                      
I	10	7431	GAL	LBS	M	7.1644000	                                      
I	10	7431	LBS	GAL	D	7.1644000	                                      
I	10	7478	GAL	LBS	M	7.6500000	                                      
I	10	7478	LBS	GAL	D	7.6500000	                                      
I	10	7504	GAL	LBS	M	7.2838000	                                      
I	10	7504	LBS	GAL	D	7.2838000	                                      
I	10	7505	GAL	LBS	M	7.2125000	                                      
I	10	7505	LBS	GAL	D	7.2125000	                                      
I	10	7506	GAL	LBS	M	7.3199000	                                      
I	10	7506	LBS	GAL	D	7.3199000	                                      
I	10	7507	GAL	LBS	M	7.2838000	                                      
I	10	7507	LBS	GAL	D	7.2838000	                                      
I	10	7510	GAL	LBS	M	7.6500000	                                      
I	10	7510	LBS	GAL	D	7.6500000	                                      
I	10	7530	GAL	LBS	M	7.4300000	                                      
I	10	7530	LBS	GAL	D	7.4300000	                                      
I	10	7531	GAL	LBS	M	7.4399000	                                      
I	10	7531	LBS	GAL	D	7.4399000	                                      
I	10	7535	GAL	LBS	M	7.5301000	                                      
I	10	7535	LBS	GAL	D	7.5301000	                                      
I	10	7704	GAL	LBS	M	7.0530000	                                      
I	10	7704	LBS	GAL	D	7.0530000	                                      
I	10	7705	GAL	LBS	M	7.0784000	                                      
I	10	7705	LBS	GAL	D	7.0784000	                                      
I	10	7706	GAL	LBS	M	7.1731000	                                      
I	10	7706	LBS	GAL	D	7.1731000	                                      
I	10	7710	GAL	LBS	M	7.3063000	                                      
I	10	7710	LBS	GAL	D	7.3063000	                                      
I	10	7719	GAL	LBS	M	7.3640000	                                      
I	10	7719	LBS	GAL	D	7.3640000	                                      
I	10	7720	GAL	LBS	M	7.3640000	                                      
I	10	7720	LBS	GAL	D	7.3640000	                                      
I	10	7721	GAL	LBS	M	7.3510000	                                      
I	10	7721	LBS	GAL	D	7.3510000	                                      
I	10	7728	GAL	LBS	M	7.3870000	                                      
I	10	7728	LBS	GAL	D	7.3870000	                                      
I	10	7729	GAL	LBS	M	7.4119000	                                      
I	10	7729	LBS	GAL	D	7.4119000	                                      
I	10	7730	GAL	LBS	M	7.4399000	                                      
I	10	7730	LBS	GAL	D	7.4399000	                                      
I	10	7731	GAL	LBS	M	7.3700000	                                      
I	10	7731	LBS	GAL	D	7.3700000	                                      
I	10	7735	GAL	LBS	M	7.4682000	                                      
I	10	7735	LBS	GAL	D	7.4682000	                                      
I	10	7740	GAL	LBS	M	7.4150000	                                      
I	10	7740	LBS	GAL	D	7.4150000	                                      
I	10	7741	GAL	LBS	M	7.4280000	                                      
I	10	7741	LBS	GAL	D	7.4280000	                                      
I	10	7742	GAL	LBS	M	7.4490000	                                      
I	10	7742	LBS	GAL	D	7.4490000	                                      
I	10	7763	GAL	LBS	M	7.5630000	                                      
I	10	7763	LBS	GAL	D	7.5630000	                                      
I	10	7764	GAL	LBS	M	7.6270000	                                      
I	10	7764	LBS	GAL	D	7.6270000	                                      
I	10	7765	GAL	LBS	M	7.5970000	                                      
I	10	7765	LBS	GAL	D	7.5970000	                                      
I	10	7784	GAL	LBS	M	7.4240000	                                      
I	10	7784	LBS	GAL	D	7.4240000	                                      
I	10	7785	GAL	LBS	M	7.4340000	                                      
I	10	7785	LBS	GAL	D	7.4340000	                                      
I	10	7786	GAL	LBS	M	7.6000000	                                      
I	10	7786	LBS	GAL	D	7.6000000	                                      
I	10	7787	GAL	LBS	M	7.2820000	                                      
I	10	7787	LBS	GAL	D	7.2820000	                                      
I	10	7788	GAL	LBS	M	7.3519000	                                      
I	10	7788	LBS	GAL	D	7.3519000	                                      
I	10	7789	GAL	LBS	M	7.3510000	                                      
I	10	7789	LBS	GAL	D	7.3510000	                                      
I	10	7790	GAL	LBS	M	7.3979000	                                      
I	10	7790	LBS	GAL	D	7.3979000	                                      
I	10	7791	GAL	LBS	M	7.4200000	                                      
I	10	7791	LBS	GAL	D	7.4200000	                                      
I	10	7792	GAL	LBS	M	7.4446000	                                      
I	10	7792	LBS	GAL	D	7.4446000	                                      
I	10	7793	GAL	LBS	M	7.4919000	                                      
I	10	7793	LBS	GAL	D	7.4919000	                                      
I	10	7795	GAL	LBS	M	7.3109000	                                      
I	10	7795	LBS	GAL	D	7.3109000	                                      
I	10	7796	GAL	LBS	M	7.4166000	                                      
I	10	7796	LBS	GAL	D	7.4166000	                                      
I	10	7797	GAL	LBS	M	7.3640000	                                      
I	10	7797	LBS	GAL	D	7.3640000	                                      
 	10	7819	GAL	LBS	M	8.0107000	                                      
 	10	7819	LBS	GAL	D	8.0107000	                                      
I	10	7825	GAL	LBS	D	8.0000000	                                      
I	10	7825	LBS	GAL	M	8.0000000	                                      
I	10	7827	GAL	LBS	D	8.0000000	                                      
I	10	7827	LBS	GAL	M	8.0000000	                                      
I	10	7829	GAL	LBS	M	8.0000000	                                      
I	10	7829	LBS	GAL	D	8.0000000	                                      
I	10	7830	GAL	LBS	M	8.0110000	                                      
I	10	7830	LBS	GAL	D	8.0110000	                                      
I	10	7831	GAL	LBS	M	8.0000000	                                      
I	10	7831	LBS	GAL	D	8.0000000	                                      
I	10	7832	GAL	LBS	M	7.5110000	                                      
I	10	7832	LBS	GAL	D	7.5110000	                                      
I	10	7833	GAL	LBS	M	7.5110000	                                      
I	10	7833	LBS	GAL	D	7.5110000	                                      
I	10	7834	GAL	LBS	M	8.2620000	                                      
I	10	7834	LBS	GAL	D	8.2620000	                                      
I	10	7835	GAL	LBS	M	7.8440000	                                      
I	10	7835	LBS	GAL	D	7.8440000	                                      
I	10	7836	GAL	LBS	M	7.8690000	                                      
I	10	7836	LBS	GAL	D	7.8690000	                                      
I	10	7837	GAL	LBS	M	8.6790000	                                      
I	10	7837	LBS	GAL	D	8.6790000	                                      
I	10	7838	GAL	LBS	M	8.0000000	                                      
I	10	7838	LBS	GAL	D	8.0000000	                                      
I	10	7839	GAL	LBS	M	8.0000000	                                      
I	10	7839	LBS	GAL	D	8.0000000	                                      
I	10	7840	GAL	LBS	M	8.0000000	                                      
I	10	7840	LBS	GAL	D	8.0000000	                                      
I	10	7841	GAL	LBS	M	8.0000000	                                      
I	10	7841	LBS	GAL	D	8.0000000	                                      
I	10	7842	GAL	LBS	M	8.0000000	                                      
I	10	7842	LBS	GAL	D	8.0000000	                                      
I	10	7843	GAL	LBS	M	8.0000000	                                      
I	10	7843	LBS	GAL	D	8.0000000	                                      
I	10	7844	GAL	LBS	M	8.0000000	                                      
I	10	7844	LBS	GAL	D	8.0000000	                                      
I	10	7845	GAL	LBS	M	8.0000000	                                      
I	10	7845	LBS	GAL	D	8.0000000	                                      
I	10	7846	GAL	LBS	M	8.0000000	                                      
I	10	7846	LBS	GAL	D	8.0000000	                                      
 	10	7867	GAL	LBS	M	8.0107000	                                      
 	10	7867	LBS	GAL	D	8.0107000	                                      
 	10	7868	GAL	LBS	M	8.0107000	                                      
 	10	7868	LBS	GAL	D	8.0107000	                                      
I	10	7871	GAL	LBS	M	7.5000000	                                      
I	10	7871	LBS	GAL	D	7.5000000	                                      
I	10	7881	GAL	LBS	M	8.0000000	                                      
I	10	7881	LBS	GAL	D	8.0000000	                                      
I	10	7882	GAL	LBS	M	7.8000000	                                      
I	10	7882	LBS	GAL	D	7.8000000	                                      
I	10	7883	GAL	LBS	M	8.0000000	                                      
I	10	7883	LBS	GAL	D	8.0000000	                                      
I	10	7884	GAL	LBS	M	8.0000000	                                      
I	10	7884	LBS	GAL	D	8.0000000	                                      
I	10	7885	GAL	LBS	M	8.0000000	                                      
I	10	7885	LBS	GAL	D	8.0000000	                                      
I	10	7886	GAL	LBS	M	7.5000000	                                      
I	10	7886	LBS	GAL	D	7.5000000	                                      
I	10	7887	GAL	LBS	M	7.5000000	                                      
I	10	7887	LBS	GAL	D	7.5000000	                                      
I	10	7888	GAL	LBS	M	8.0000000	                                      
I	10	7888	LBS	GAL	D	8.0000000	                                      
I	10	7889	GAL	LBS	M	8.0000000	                                      
I	10	7889	LBS	GAL	D	8.0000000	                                      
I	10	7890	GAL	LBS	M	8.0000000	                                      
I	10	7890	LBS	GAL	D	8.0000000	                                      
I	10	7891	GAL	LBS	M	8.0000000	                                      
I	10	7891	LBS	GAL	D	8.0000000	                                      
I	10	7892	GAL	LBS	M	8.0000000	                                      
I	10	7892	LBS	GAL	D	8.0000000	                                      
I	10	7893	GAL	LBS	M	8.0000000	                                      
I	10	7893	LBS	GAL	D	8.0000000	                                      
I	10	7894	GAL	LBS	M	8.0000000	                                      
I	10	7894	LBS	GAL	D	8.0000000	                                      
I	10	7895	GAL	LBS	M	8.0000000	                                      
I	10	7895	LBS	GAL	D	8.0000000	                                      
I	10	7896	GAL	LBS	M	8.0000000	                                      
I	10	7896	LBS	GAL	D	8.0000000	                                      
I	10	7897	GAL	LBS	M	8.0000000	                                      
I	10	7897	LBS	GAL	D	8.0000000	                                      
I	10	7899	LBS	GAL	D	8.0000000	                                      
I	10	7902	GAL	LBS	M	7.3280000	                                      
I	10	7902	LBS	GAL	D	7.3280000	                                      
I	10	7904	GAL	LBS	M	7.1020000	                                      
I	10	7904	LBS	GAL	D	7.1020000	                                      
I	10	7913	GAL	LBS	M	7.3600000	                                      
I	10	7913	LBS	GAL	D	7.3600000	                                      
I	10	7919	GAL	LBS	M	7.2883000	                                      
I	10	7919	LBS	GAL	D	7.2883000	                                      
I	10	7920	GAL	LBS	M	7.2680000	                                      
I	10	7920	LBS	GAL	D	7.2740000	                                      
I	10	7923	GAL	LBS	M	7.2640000	                                      
I	10	7923	LBS	GAL	D	7.2640000	                                      
I	10	7924	GAL	LBS	M	7.2590000	                                      
I	10	7924	LBS	GAL	D	7.2590000	                                      
I	10	7925	GAL	LBS	M	7.2302000	                                      
I	10	7925	LBS	GAL	D	7.2302000	                                      
I	10	7960	GAL	LBS	M	7.5290000	                                      
I	10	7960	LBS	GAL	D	7.5290000	                                      
I	10	8000	GAL	LBS	M	7.2110000	                                      
I	10	8000	LBS	GAL	D	7.2110000	                                      
I	10	8002	GAL	LBS	M	7.2110000	                                      
I	10	8002	LBS	GAL	D	7.2110000	                                      
I	10	8003	GAL	LBS	M	7.2110000	                                      
I	10	8003	LBS	GAL	D	7.2110000	                                      
I	10	8101	GAL	LBS	M	6.5890000	                                      
I	10	8101	LBS	GAL	D	6.5890000	                                      
I	10	8102	GAL	LBS	M	6.5890000	                                      
I	10	8102	LBS	GAL	D	6.5890000	                                      
I	10	8103	GAL	LBS	M	6.7900000	                                      
I	10	8103	LBS	GAL	D	6.7900000	                                      
I	10	8104	GAL	LBS	M	6.7090000	                                      
I	10	8104	LBS	GAL	D	6.7900000	                                      
I	10	8201	GAL	LBS	M	7.3794000	                                      
I	10	8201	LBS	GAL	D	7.3794000	                                      
I	10	8221	GAL	LBS	M	7.2125000	                                      
I	10	8221	LBS	GAL	D	7.2125000	                                      
I	10	9064	GAL	LBS	M	7.5140000	                                      
I	10	9064	LBS	GAL	D	7.5140000	                                      
I	10	9103	GAL	LBS	M	6.0530000	                                      
I	10	9103	LBS	GAL	D	6.0530000	                                      
 	10	9107	GAL	LBS	M	6.5740000	                                      
 	10	9107	LBS	GAL	D	6.5740000	                                      
I	10	9109	GAL	LBS	M	6.7360000	                                      
I	10	9109	LBS	GAL	D	6.7360000	                                      
I	10	9117	GAL	LBS	M	7.2280000	                                      
I	10	9117	LBS	GAL	D	7.2280000	                                      
I	10	9136	GAL	LBS	M	6.1840000	                                      
I	10	9136	LBS	GAL	D	6.1840000	                                      
I	10	9301	GAL	LBS	M	7.0760000	                                      
I	10	9301	LBS	GAL	D	7.0760000	                                      
I	10	9302	GAL	LBS	M	7.2510000	                                      
I	10	9302	LBS	GAL	D	7.2510000	                                      
I	10	9303	GAL	LBS	M	7.4340000	                                      
I	10	9303	LBS	GAL	D	7.4340000	                                      
I	10	9305	GAL	LBS	M	7.4810000	                                      
I	10	9305	LBS	GAL	D	7.4810000	                                      
 	10	9311	GAL	LBS	M	7.4380000	                                      
 	10	9311	LBS	GAL	D	7.4380000	                                      
I	10	9315	GAL	LBS	M	8.1550000	                                      
I	10	9315	LBS	GAL	D	8.1550000	                                      
I	10	9406	GAL	LBS	M	6.9510000	                                      
I	10	9406	LBS	GAL	D	6.9510000	                                      
I	10	9511	GAL	LBS	M	6.9615000	                                      
I	10	9511	LBS	GAL	D	6.9615000	                                      
I	10	5000	LBS	GAL	D	8.4700000	                                      
I	10	5000	GAL	LBS	M	8.4700000	                                      
I	10	7429	GAL	LBS	M	7.4220000	                                      
I	10	9001	LBS	GAL	D	6.6253000	                                      
I	10	9001	GAL	LBS	M	6.6253000	                                      
I	10	7903	LBS	GAL	D	8.6572000	                                      
I	10	7903	GAL	LBS	M	8.6572000	                                      
I	10	7828	GAL	LBS	M	8.0000000	                                      
I	10	7828	LBS	GAL	D	8.0000000	                                      
I	10	7121	GAL	LBS	M	7.3329000	                                      
I	10	7121	LBS	GAL	D	7.3329000	                                      
I	10	6302	LI 	GAL	D	3.7854000	                                      
I	10	6302	GAL	LI 	M	3.7854000	                                      
I	10	6303	LI 	GAL	D	3.7854000	                                      
I	10	6303	GAL	LI 	M	3.7854000	                                      
I	10	6304	LI 	GAL	D	3.7854000	                                      
I	10	6304	GAL	LI 	M	3.7854000	                                      
I	10	6306	GAL	LBS	M	7.1530000	                                      
I	10	6306	LBS	GAL	D	7.1530000	                                      
I	10	4772	LI 	GAL	D	3.7854000	                                      
I	10	4772	GAL	LI 	M	3.7854000	                                      
I	10	4772	LBS	LI 	D	1.8070000	                                      
I	10	4772	LI 	LBS	M	1.8070000	                                      
I	10	7177	GAL	LBS	M	7.3336000	                                      
I	10	7177	LBS	GAL	D	7.3336000	                                      
I	10	7424	LBS	GAL	D	7.1470000	                                      
I	10	7164	GAL	LBS	M	7.2520000	                                      
I	10	7164	LBS	GAL	D	7.2520000	                                      
I	10	7717	LBS	GAL	D	7.1100000	                                      
I	10	7717	GAL	LBS	M	7.1100000	                                      
I	10	7128	GAL	CAS	D	3.0000000	                                      
I	10	7128	CAS	GAL	M	3.0000000	                                      
I	10	7196	CAS	GAL	M	4.0000000	                                      
I	10	7196	GAL	CAS	D	3.0000000	                                      
I	10	7196	QTS	GAL	D	4.0000000	                                      
I	10	7196	GAL	QTS	M	4.0000000	                                      
I	10	4771	LI 	GAL	D	3.7854000	                                      
I	10	4771	GAL	LI 	M	3.7854000	                                      
I	10	7800	LBS	GAL	D	8.0000000	                                      
I	10	7800	GAL	LBS	M	8.0000000	                                      
I	10	4771	LBS	LI 	D	1.8770000	                                      
I	10	4771	LI 	LBS	M	1.8770000	                                      
 	10	7193	GAL	CAS	D	3.0000000	                                      
 	10	7193	CAS	GAL	M	3.0000000	                                      
I	10	7730	CAS	GAL	M	3.0000000	                                      
I	10	7730	GAL	CAS	D	3.0000000	                                      
 	10	7194	GAL	CAS	D	3.0000000	                                      
 	10	7194	CAS	GAL	M	3.0000000	                                      
I	10	4773	LI 	GAL	D	3.7854118	                                      
I	10	4773	GAL	LI 	M	3.7854118	                                      
 	10	7366	PAL	GAL	M	5.0000000	                                      
 	10	7366	GAL	PAL	D	5.0000000	                                      
I	10	0580	LBS	GAL	D	8.9524000	                                      
I	10	0580	GAL	LBS	M	8.9524000	                                      
I	10	4393	LBS	GAL	D	7.0300000	                                      
I	10	4393	GAL	LBS	M	7.0300000	                                      
 	10	7819	LBS	ECH	D	0.8750000	                                      
 	10	7819	ECH	LBS	M	0.8750000	                                      
I	10	7813	LBS	ECH	D	0.8750000	                                      
 	10	7815	LBS	ECH	D	0.8750000	                                      
 	10	7817	LBS	ECH	D	0.8750000	                                      
 	10	7867	LBS	ECH	D	0.8750000	                                      
 	10	7868	LBS	ECH	D	0.8750000	                                      
I	10	7813	ECH	LBS	M	0.8750000	                                      
 	10	7815	ECH	LBS	M	0.8750000	                                      
 	10	7817	ECH	LBS	M	0.8750000	                                      
 	10	7867	ECH	LBS	M	0.8750000	                                      
 	10	7868	ECH	LBS	M	0.8750000	                                      
 	10	7819	ECH	GAL	M	0.1100000	                                      
 	10	7819	GAL	ECH	D	0.1100000	                                      
 	10	7867	ECH	GAL	M	0.1100000	                                      
 	10	7867	GAL	ECH	D	0.1100000	                                      
I	10	7782	LBS	GAL	D	7.6226000	                                      
I	10	7782	GAL	LBS	M	7.6626000	                                      
I	10	4773	GAL	LBS	M	7.0869000	                                      
I	10	4773	LBS	GAL	D	7.0869000	                                      
 	10	7352	GAL	ECH	D	5.0000000	                                      
D	10	7352	ECH	GAL	M	5.0000000	                                      
 	10	7253	GAL	QTS	M	4.0000000	                                      
 	10	7253	QTS	GAL	D	4.0000000	                                      
I	10	7265	LBS	GAL	D	7.4500000	                                      
 	10	7366	ECH	GAL	M	5.0000000	                                      
 	10	7366	GAL	ECH	D	5.0000000	                                      
I	10	7260	LBS	GAL	D	7.3381000	                                      
I	10	7260	GAL	LBS	M	7.3381000	                                      
I	10	6301	LI 	GAL	D	1.1620000	                                      
I	10	7869	LBS	GAL	D	7.5000000	                                      
I	10	7865	LBS	GAL	D	7.5000000	                                      
I	10	7866	LBS	GAL	D	7.5000000	                                      
I	10	7866	GAL	LBS	M	7.5000000	                                      
I	10	7865	GAL	LBS	M	7.5000000	                                      
I	10	7869	GAL	LBS	M	7.5000000	                                      
I	10	7014	LBS	GAL	D	7.5000000	                                      
I	10	7014	GAL	LBS	M	7.5000000	                                      
I	10	7817	LBS	GAL	D	7.4352000	                                      
I	10	7817	GAL	LBS	M	7.4352000	                                      
 	10	7817	ECH	GAL	M	0.1100000	                                      
 	10	7817	GAL	ECH	D	0.1100000	                                      
 	10	7253	GAL	CAS	D	1.5000000	                                      
 	10	7253	CAS	GAL	M	1.5000000	                                      
I	10	7900	LBS	GAL	D	8.0000000	                                      
I	10	7900	GAL	LBS	M	8.0000000	                                      
 	10	7381	GAL	PAL	D	5.0000000	                                      
 	10	7381	PAL	GAL	M	5.0000000	                                      
I	10	7352	LI 	GAL	D	3.7854000	                                      
I	10	7525	LI 	GAL	D	3.7854000	                                      
I	10	7527	LI 	GAL	D	3.7854000	                                      
I	10	7529	LI 	GAL	D	3.7854000	                                      
I	10	7536	LI 	GAL	D	3.7854000	                                      
I	10	7537	LI 	GAL	D	3.7854000	                                      
I	10	7352	GAL	LI 	M	3.7854000	                                      
I	10	7525	GAL	LI 	M	3.7854000	                                      
I	10	7527	GAL	LI 	M	3.7854000	                                      
I	10	7529	GAL	LI 	M	3.7854000	                                      
I	10	7536	GAL	LI 	M	3.7854000	                                      
I	10	7537	GAL	LI 	M	3.7854000	                                      
 	10	7352	GAL	PAL	D	5.0000000	                                      
 	10	7352	PAL	GAL	M	5.0000000	                                      
 	10	7817	CAS	GAL	M	5.7500000	                                      
 	10	7817	GAL	CAS	D	5.7500000	                                      
I	10	4129	LBS	GAL	D	6.8763000	                                      
I	10	4129	GAL	LBS	M	6.8763000	                                      
I	10	4115	LBS	GAL	D	6.5994000	                                      
I	10	4115	GAL	LBS	M	6.5994000	                                      
I	10	7064	CAS	GAL	M	3.0000000	                                      
I	10	7064	GAL	CAS	D	3.0000000	                                      
I	10	7265	GAL	LBS	M	7.4500000	                                      
 	10	7064	QTS	GAL	D	4.0000000	                                      
 	10	7064	GAL	QTS	M	4.0000000	                                      
 	10	7380	PAL	GAL	M	5.0000000	                                      
 	10	7380	GAL	PAL	D	5.0000000	                                      
 	10	7424	PAL	GAL	M	5.0000000	                                      
 	10	7424	GAL	PAL	M	5.0000000	                                      
 	10	7382	GAL	PAL	D	5.0000000	                                      
 	10	7382	PAL	GAL	M	5.0000000	                                      
 	10	7819	CAS	GAL	M	5.7500000	                                      
 	10	7819	GAL	CAS	D	5.7500000	                                      
I	10	7424	CAS	GAL	M	3.0000000	                                      
I	10	7424	GAL	CAS	D	3.0000000	                                      
I	10	7540	LBS	GAL	D	7.4100000	                                      
I	10	7540	GAL	LBS	M	7.4100000	                                      
I	10	7526	LI 	GAL	D	3.7854000	                                      
I	10	7526	GAL	LI 	M	3.7854000	                                      
 	10	7817	PAL	GAL	M	5.0000000	                                      
 	10	7817	GAL	PAL	D	5.0000000	                                      
 	10	7190	GAL	PAL	D	5.0000000	                                      
 	10	7190	PAL	GAL	M	5.0000000	                                      
I	10	7725	GAL	LBS	M	7.1600000	                                      
I	10	7725	LBS	GAL	D	7.1600000	                                      
 	10	7193	PAL	GAL	M	5.0000000	                                      
I	10	4775	LI 	GAL	D	3.7854000	                                      
I	10	4776	LI 	GAL	D	3.7854000	                                      
I	10	4777	LI 	GAL	D	3.7854000	                                      
I	10	4775	GAL	LI 	M	3.7854000	                                      
I	10	4776	GAL	LI 	M	3.7854000	                                      
I	10	4777	GAL	LI 	M	3.7854000	                                      
I	10	4554	LBS	KG 	D	2.2046000	                                      
I	10	4554	KG 	LBS	M	2.2046000	                                      
I	10	4554	KG 	GAL	D	3.6259599	                                      
I	10	4554	GAL	KG 	M	3.6259599	                                      
I	10	4300	GAL	LBS	M	7.3000000	                                      
I	10	4300	LBS	GAL	D	7.3000000	                                      
I	10	4421	GAL	KG 	M	3.7042363	                                      
I	10	4421	KG 	GAL	D	3.7042363	                                      
I	10	7399	GAL	LI 	M	3.7854000	                                      
I	10	7583	GAL	LI 	M	3.7854000	                                      
I	10	7584	GAL	LI 	M	3.7854000	                                      
I	10	7585	GAL	LI 	M	3.7854000	                                      
I	10	7586	GAL	LI 	M	3.7854000	                                      
I	10	7399	LI 	GAL	D	3.7854000	                                      
I	10	7583	LI 	GAL	D	3.7854000	                                      
I	10	7584	LI 	GAL	D	3.7854000	                                      
I	10	7585	LI 	GAL	D	3.7854000	                                      
I	10	7586	LI 	GAL	D	3.7854000	                                      
I	10	4304	LBS	LBS	M	1.0000000	                                      
 	10	4304	DRM	LBS	M	401.1000000	                                      
 	10	4304	LBS	DRM	D	401.1000000	                                      
 	10	4304	DRM	GAL	M	55.0000000	                                      
 	10	4304	GAL	DRM	M	55.0000000	                                      
I	10	4304	GAL	GAL	M	1.0000000	                                      
I	10	7365	CAS	GAL	D	4.0000000	                                      
I	10	7365	GAL	CAS	D	4.0000000	                                      
I	10	7536	LBS	GAL	D	7.1450000	                                      
I	10	7536	GAL	LBS	M	7.1445000	                                      
 	10	7833	LBS	BAG	D	48.0000000	                                      
 	10	7833	BAG	LBS	M	48.0000000	                                      
I	10	4240	LBS	GAL	D	5.7570000	                                      
I	10	4240	GAL	LBS	M	5.7570000	                                      
I	10	7931	LI 	GAL	D	3.7854000	                                      
I	10	7931	GAL	LI 	M	3.7854000	                                      
I	10	4421	LBS	KG 	D	2.2046000	                                      
I	10	4421	KG 	LBS	M	2.2046000	                                      
I	10	7272	GAL	TOT	D	330.0000000	                                      
I	10	7132	CAS	GAL	M	3.0000000	                                      
I	10	7132	GAL	CAS	D	3.0000000	                                      
D	10	7305	GAL	GAL	M	7.2600000	                                      
I	10	6311	LI 	GAL	D	1.1620000	                                      
I	10	6301	GAL	LI 	M	3.7854000	                                      
I	10	6311	GAL	LI 	M	1.1620000	                                      
 	10	7735	LBS	PAL	D	35.0000000	                                      
 	10	7735	PAL	LBS	M	35.0000000	                                      
 	10	7735	GAL	PAL	D	5.0000000	                                      
 	10	7735	PAL	GAL	M	5.0000000	                                      
 	10	7586	LBS	GAL	D	7.2960000	                                      
I	10	7589	LBS	GAL	D	7.2960000	                                      
I	10	4608	KG 	LBS	M	2.2020725	                                      
I	10	4571	KG 	LBS	M	2.2020725	                                      
I	10	4571	LBS	KG 	D	2.2020725	                                      
I	10	4608	LBS	KG 	D	2.2020725	                                      
I	10	4571	KG 	GAL	D	3.4819980	                                      
I	10	4608	KG 	GAL	D	3.3846154	                                      
I	10	4571	GAL	KG 	M	3.4819980	                                      
I	10	4608	GAL	KG 	M	3.3846154	                                      
 	10	7730	GAL	PAL	D	5.0000000	                                      
 	10	7730	PAL	GAL	M	5.0000000	                                      
 	10	7730	LBS	PAL	D	35.0000000	                                      
 	10	7730	PAL	LBS	M	35.0000000	                                      
I	10	4608	GAL	LI 	M	3.7584000	                                      
I	10	4571	GAL	LI 	M	3.7854000	                                      
I	10	4571	LI 	GAL	D	3.7854000	                                      
I	10	4608	LI 	GAL	D	3.7584000	                                      
I	10	7327	LBS	GAL	D	7.2730000	                                      
I	10	7327	GAL	LBS	M	7.2730000	                                      
