CUDEL	CUCONO	CUPROD	CUCNTR	CUUNMS	CUOPER	CUCVFA	CUHAZM	CUIUM	CUFEGL	CUF001
I	10	6847	515	GAL	M	5.0000000	N	PAL	0	                          
I	10	6847	618	GAL	M	55.0000000	N	DRM	0	                          
 	10	6858	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	6858	034	GAL	M	3.0000000	N	CAS	0	                          
I	10	6858	046	GAL	M	330.0000000	N	TOT	0	                          
I	10	6858	127	GAL	M	6.0000000	N	CAS	0	                          
I	10	6858	305	GAL	M	5.0000000	N	CAS	0	                          
I	10	6858	319	GAL	M	30.0000000	N	CAS	0	                          
I	10	6858	511	GAL	M	5.0000000	N	PAL	0	                          
I	10	6858	529	GAL	M	5.0000000	N	PAL	0	                          
I	10	6858	629	GAL	M	55.0000000	N	DRM	0	                          
 	10	6859	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	6859	305	GAL	M	5.0000000	N	CAS	0	                          
D	10	6860	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	6860	034	GAL	M	3.0000000	N	CAS	0	                          
D	10	6860	046	GAL	M	330.0000000	N	TOT	0	                          
D	10	6860	305	GAL	M	5.0000000	N	CAS	0	                          
D	10	6860	629	GAL	M	55.0000000	N	DRM	0	                          
 	10	6861	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	6861	034	GAL	M	3.0000000	N	CAS	0	                          
I	10	6861	046	GAL	M	330.0000000	N	TOT	0	                          
I	10	6861	305	GAL	M	5.0000000	N	CAS	0	                          
I	10	6861	319	GAL	M	30.0000000	N	CAS	0	                          
I	10	6861	511	GAL	M	5.0000000	N	PAL	0	                          
I	10	6861	528	GAL	M	5.0000000	N	PAL	0	                          
I	10	6861	619	GAL	M	55.0000000	N	DRM	0	                          
I	10	6861	629	GAL	M	55.0000000	N	DRM	0	                          
 	10	6862	001	GAL	M	1.0000000	N	GAL	0	                          
 	10	6862	033	GAL	M	3.0000000	N	CAS	0	                          
 	10	6862	034	GAL	M	3.0000000	N	CAS	0	                          
I	10	6862	664	GAL	M	55.0000000	N	DRM	0	                          
 	10	6877	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	6877	033	GAL	M	3.0000000	N	CAS	0	                          
I	10	6877	034	GAL	M	3.0000000	N	CAS	0	                          
I	10	6877	035	GAL	M	1.0000000	N	GAL	0	                          
I	10	6877	043	GAL	M	1.0000000	N	GAL	0	                          
I	10	6877	045	GAL	M	330.0000000	N	TOT	0	                          
I	10	6877	046	GAL	M	330.0000000	N	TOT	0	                          
I	10	6877	119	GAL	M	4.0000000	N	CAS	0	                          
I	10	6877	129	GAL	M	4.0000000	N	CAS	0	                          
I	10	6877	304	GAL	M	5.0000000	N	CAS	0	                          
I	10	6877	305	GAL	M	5.0000000	N	CAS	0	                          
I	10	6877	307	GAL	M	5.0000000	N	CAS	0	                          
I	10	6877	318	GAL	M	30.0000000	N	CAS	0	                          
I	10	6877	321	GAL	M	30.0000000	N	CAS	0	                          
I	10	6877	514	GAL	M	5.0000000	N	PAL	0	                          
I	10	6877	530	GAL	M	5.0000000	N	PAL	0	                          
I	10	6877	620	GAL	M	55.0000000	N	DRM	0	                          
I	10	6877	629	GAL	M	55.0000000	N	DRM	0	                          
I	10	6877	654	GAL	M	55.0000000	N	DRM	0	                          
I	10	6882	511	GAL	M	5.0000000	N	PAL	0	                          
I	10	6882	617	GAL	M	55.0000000	N	DRM	0	                          
I	10	6883	033	GAL	M	3.0000000	N	CAS	0	                          
I	10	6883	034	GAL	M	3.0000000	N	CAS	0	                          
 	10	6883	035	GAL	M	1.0000000	N	GAL	0	                          
I	10	6883	043	GAL	M	1.0000000	N	GAL	0	                          
I	10	6883	045	GAL	M	330.0000000	N	TOT	0	                          
I	10	6883	046	GAL	M	330.0000000	N	TOT	0	                          
I	10	6883	118	GAL	M	4.0000000	N	CAS	0	                          
I	10	6883	127	GAL	M	6.0000000	N	CAS	0	                          
I	10	6883	130	GAL	M	4.0000000	N	CAS	0	                          
I	10	6883	303	GAL	M	5.0000000	N	CAS	0	                          
I	10	6883	305	GAL	M	5.0000000	N	CAS	0	                          
I	10	6883	308	GAL	M	5.0000000	N	CAS	0	                          
I	10	6883	317	GAL	M	30.0000000	N	CAS	0	                          
I	10	6883	319	GAL	M	30.0000000	N	CAS	0	                          
I	10	6883	322	GAL	M	30.0000000	N	CAS	0	                          
I	10	6883	516	GAL	M	5.0000000	N	PAL	0	                          
I	10	6883	529	GAL	M	5.0000000	N	PAL	0	                          
I	10	6883	619	GAL	M	55.0000000	N	DRM	0	                          
I	10	6883	629	GAL	M	55.0000000	N	DRM	0	                          
I	10	6883	655	GAL	M	55.0000000	N	DRM	0	                          
I	10	6893	033	GAL	M	3.0000000	N	CAS	0	                          
I	10	6893	034	GAL	M	3.0000000	N	CAS	0	                          
I	10	6893	035	GAL	M	1.0000000	N	GAL	0	                          
I	10	6893	043	GAL	M	1.0000000	N	GAL	0	                          
I	10	6893	045	GAL	M	330.0000000	N	TOT	0	                          
I	10	6893	046	GAL	M	330.0000000	N	TOT	0	                          
I	10	6893	117	GAL	M	4.0000000	N	CAS	0	                          
I	10	6893	131	GAL	M	4.0000000	N	CAS	0	                          
I	10	6893	302	GAL	M	5.0000000	N	CAS	0	                          
I	10	6893	305	GAL	M	5.0000000	N	CAS	0	                          
I	10	6893	309	GAL	M	5.0000000	N	CAS	0	                          
I	10	6893	316	GAL	M	30.0000000	N	CAS	0	                          
I	10	6893	319	GAL	M	30.0000000	N	CAS	0	                          
I	10	6893	323	GAL	M	30.0000000	N	CAS	0	                          
I	10	6893	515	GAL	M	5.0000000	N	PAL	0	                          
I	10	6893	528	GAL	M	5.0000000	N	PAL	0	                          
I	10	6893	618	GAL	M	55.0000000	N	DRM	0	                          
I	10	6893	629	GAL	M	55.0000000	N	DRM	0	                          
I	10	6893	656	GAL	M	55.0000000	N	DRM	0	                          
I	10	6899	982	GAL	M	55.0000000	N	DRM	0	                          
D	10	6901	628	GAL	M	16.0000000	N	DRM	0	                          
D	10	6902	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	6902	628	GAL	M	16.0000000	N	DRM	0	                          
D	10	6902	648	GAL	M	53.0000000	N	DRM	0	                          
I	10	6932	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	6932	033	GAL	M	3.0000000	N	CAS	0	                          
I	10	6932	034	GAL	M	3.0000000	N	CAS	0	                          
I	10	6932	035	GAL	M	1.0000000	N	GAL	0	                          
I	10	6932	043	GAL	M	1.0000000	N	GAL	0	                          
I	10	6932	045	GAL	M	330.0000000	N	TOT	0	                          
I	10	6932	046	GAL	M	330.0000000	N	TOT	0	                          
I	10	6932	119	GAL	M	4.0000000	N	CAS	0	                          
I	10	6932	129	GAL	M	4.0000000	N	CAS	0	                          
I	10	6932	304	GAL	M	5.0000000	N	CAS	0	                          
I	10	6932	307	GAL	M	5.0000000	N	CAS	0	                          
I	10	6932	318	GAL	M	30.0000000	N	CAS	0	                          
I	10	6932	321	GAL	M	30.0000000	N	CAS	0	                          
I	10	6932	514	GAL	M	5.0000000	N	PAL	0	                          
I	10	6932	530	GAL	M	5.0000000	N	PAL	0	                          
I	10	6932	620	GAL	M	55.0000000	N	DRM	0	                          
I	10	6932	654	GAL	M	55.0000000	N	DRM	0	                          
D	10	6951	354	GAL	M	3.0000000	N	CAS	0	                          
I	10	6952	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6953	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6954	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6955	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6956	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6957	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6958	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6959	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6961	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6963	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6964	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	6964	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6965	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6966	982	GAL	M	55.0000000	N	DRM	0	                          
D	10	6967	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6968	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6969	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6970	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6971	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6972	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6973	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6975	873	LBS	M	120.0000000	N	KEG	0	                          
D	10	6976	354	GAL	M	3.0000000	N	CAS	0	                          
I	10	6976	666	ECH	M	0.2500000	N	QTS	0	                          
I	10	6977	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	6978	448	GAL	M	5.0000000	N	PAL	0	                          
I	10	7014	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7030	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7030	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7030	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7030	021	GAL	M	1.0000000	N	GAL	0	                          
I	10	7030	022	GAL	M	1.0000000	N	GAL	0	                          
 	10	7030	024	GAL	M	3.0000000	N	CAS	0	                          
I	10	7030	027	GAL	M	3.0000000	N	CAS	0	                          
I	10	7030	355	GAL	M	3.0000000	N	CAS	0	                          
I	10	7030	613	GAL	M	55.0000000	N	DRM	0	                          
I	10	7040	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7040	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7040	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7040	021	GAL	M	1.0000000	N	GAL	0	                          
I	10	7040	024	GAL	M	3.0000000	N	CAS	0	                          
I	10	7040	355	GAL	M	3.0000000	N	CAS	0	                          
I	10	7064	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7064	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7064	009	CAS	M	1.0000000	N	CAS	0	                          
I	10	7064	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7064	009	QTS	M	12.0000000	N	CAS	0	                          
I	10	7064	016	GAL	M	3.0000000	N	CAS	0	                          
 	10	7064	022	GAL	M	1.0000000	N	GAL	0	                          
 	10	7064	033	GAL	M	3.0000000	N	CAS	0	                          
 	10	7064	034	GAL	M	3.0000000	N	CAS	0	                          
D	10	7064	041	GAL	M	3.0000000	N	CAS	0	                          
I	10	7064	052	GAL	M	1.0000000	N	GAL	0	                          
 	10	7064	097	GAL	M	3.0000000	N	CAS	0	                          
 	10	7064	163	GAL	M	1.0000000	N	GAL	0	                          
I	10	7064	353	GAL	M	3.0000000	N	CAS	0	                          
D	10	7064	354	GAL	M	3.0000000	N	CAS	0	                          
I	10	7064	570	GAL	M	1.0000000	N	GAL	0	                          
I	10	7064	575	GAL	M	1.0000000	N	GAL	0	                          
I	10	7064	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7064	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	7111	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7111	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7112	521	GAL	M	5.0000000	N	PAL	0	                          
I	10	7112	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7113	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7113	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7113	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7113	016	GAL	M	3.0000000	N	CAS	0	                          
I	10	7113	021	GAL	M	1.0000000	N	GAL	0	                          
I	10	7113	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7113	027	GAL	M	3.0000000	N	CAS	0	                          
D	10	7113	354	GAL	M	3.0000000	N	CAS	0	                          
I	10	7113	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7113	502	GAL	M	5.0000000	N	PAL	0	                          
I	10	7113	590	GAL	M	55.0000000	N	DRM	0	                          
I	10	7113	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7113	603	GAL	M	55.0000000	N	DRM	0	                          
I	10	7113	606	GAL	M	55.0000000	N	DRM	0	                          
I	10	7113	613	GAL	M	55.0000000	N	DRM	0	                          
I	10	7113	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	7114	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7114	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7114	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7114	021	GAL	M	1.0000000	N	GAL	0	                          
I	10	7114	022	GAL	M	1.0000000	N	GAL	0	                          
D	10	7114	354	GAL	M	3.0000000	N	CAS	0	                          
I	10	7114	502	GAL	M	5.0000000	N	PAL	0	                          
I	10	7114	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7114	603	GAL	M	55.0000000	N	DRM	0	                          
I	10	7114	605	GAL	M	55.0000000	N	DRM	0	                          
I	10	7114	606	GAL	M	55.0000000	N	DRM	0	                          
I	10	7114	646	GAL	M	55.0000000	N	DRM	0	                          
I	10	7114	982	GAL	M	55.0000000	N	DRM	0	                          
I	10	7115	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7115	009	GAL	M	3.0000000	N	CAS	0	                          
D	10	7115	021	GAL	M	1.0000000	N	GAL	0	                          
I	10	7115	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7115	602	GAL	M	55.0000000	N	DRM	0	                          
I	10	7116	101	GAL	M	4.0000000	N	CAS	0	                          
D	10	7116	605	GAL	M	55.0000000	N	DRM	0	                          
I	10	7117	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7117	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7117	021	GAL	M	1.0000000	N	GAL	0	                          
I	10	7117	101	GAL	M	4.0000000	N	CAS	0	                          
I	10	7117	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7118	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7118	101	GAL	M	4.0000000	N	CAS	0	                          
I	10	7118	605	GAL	M	55.0000000	N	DRM	0	                          
D	10	7119	001	GAL	M	1.0000000	N	GAL	0	                          
I	10	7119	009	GAL	M	3.0000000	N	CAS	0	                          
D	10	7119	021	GAL	M	1.0000000	N	GAL	0	                          
I	10	7119	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7119	602	GAL	M	55.0000000	N	DRM	0	                          
I	10	7120	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7120	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7121	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7121	100	GAL	M	4.0000000	N	CAS	0	                          
I	10	7122	020	GAL	M	3.0000000	N	CAS	0	                          
I	10	7123	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7123	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7123	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7123	016	GAL	M	3.0000000	N	CAS	0	                          
I	10	7123	017	GAL	M	3.0000000	N	CAS	0	                          
I	10	7123	021	GAL	M	1.0000000	N	GAL	0	                          
I	10	7123	022	GAL	M	1.0000000	N	GAL	0	                          
I	10	7123	027	GAL	M	3.0000000	N	CAS	0	                          
I	10	7123	028	GAL	M	3.0000000	N	CAS	0	                          
I	10	7123	057	GAL	M	3.0000000	N	CAS	0	                          
I	10	7123	100	GAL	M	4.0000000	N	CAS	0	                          
I	10	7123	101	GAL	M	4.0000000	N	CAS	0	                          
I	10	7123	103	GAL	M	4.0000000	N	CAS	0	                          
I	10	7123	202	GAL	M	4.0000000	N	CAS	0	                          
D	10	7123	354	GAL	M	3.0000000	N	CAS	0	                          
I	10	7123	432	GAL	M	4.0000000	N	CAS	0	                          
I	10	7123	501	GAL	M	5.0000000	N	PAL	0	                          
I	10	7123	502	GAL	M	5.0000000	N	PAL	0	                          
I	10	7123	601	GAL	M	55.0000000	N	DRM	0	                          
I	10	7123	603	GAL	M	55.0000000	N	DRM	0	                          
I	10	7123	615	GAL	M	55.0000000	N	DRM	0	                          
I	10	7123	624	GAL	M	55.0000000	N	DRM	0	                          
I	10	7123	982	GAL	M	55.0000000	N	DRM	0	                          
 	10	7124	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7124	002	GAL	M	1.0000000	N	GAL	0	                          
I	10	7124	502	GAL	M	5.0000000	N	PAL	0	                          
I	10	7125	634	GAL	M	55.0000000	N	DRM	0	                          
I	10	7126	009	GAL	M	3.0000000	N	CAS	0	                          
I	10	7126	601	GAL	M	55.0000000	N	DRM	0	                          
 	10	7127	001	GAL	M	1.0000000	N	GAL	0	                          
D	10	7127	002	GAL	M	1.0000000	N	GAL	0	                          
