RKDEL	RKCONO	RKLOC	RKPROD	RKCNTR	RKUNMS	RKDATE	RKTIME	RKF002	RKPRCE	RKF003	RKPR02	RKF004	RKPR03	RKF005	RKPR04	RKF006	RKPR05	RKMINQ	RKQT01	RKQT02	RKQT03	RKQT04	RKQT05	RKRKRQ	RKINAC	RKF001
 	10	001	4554	001	LBS	20231206	1	 	0.5049	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4554	001	LBS	20240401	1	 	0.5298	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4554	001	LBS	20240501	1	 	0.5548	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4554	001	LBS	20240918	1	 	0.5298	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4554	095	GAL	20230118	1	 	4.2500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4554	095	GAL	20230619	1	 	4.0500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4554	095	GAL	20230925	1	 	4.2500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4554	095	GAL	20231206	1	 	4.0500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4554	095	GAL	20240401	1	 	4.2500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4554	095	GAL	20240501	1	 	4.4500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4554	095	GAL	20240918	1	 	4.2500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4554	613	GAL	20230118	1	 	6.4000	 	6.2300	 	6.1000	 	6.0500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	GAL	20230619	1	 	6.2000	 	6.0300	 	5.9000	 	5.8500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	GAL	20230925	1	 	6.4000	 	6.2300	 	6.1000	 	6.0500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	GAL	20231206	1	 	6.2000	 	6.0300	 	5.9000	 	5.8500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	GAL	20240401	1	 	6.4000	 	6.2300	 	6.1000	 	6.0500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	GAL	20240501	1	 	6.6000	 	6.4300	 	6.3000	 	6.2500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	GAL	20240918	1	 	6.4000	 	6.2300	 	6.1000	 	6.0500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	LBS	20230118	1	 	0.7978	 	0.7767	 	0.7604	 	0.7542	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	LBS	20230619	1	 	0.7729	 	0.7517	 	0.7355	 	0.7293	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	LBS	20230925	1	 	0.7978	 	0.7767	 	0.7604	 	0.7542	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	LBS	20231206	1	 	0.7729	 	0.7517	 	0.7355	 	0.7293	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	LBS	20240401	1	 	0.7978	 	0.7767	 	0.7604	 	0.7542	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	LBS	20240501	1	 	0.8228	 	0.8016	 	0.7854	 	0.7791	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	613	LBS	20240918	1	 	0.7978	 	0.7767	 	0.7604	 	0.7542	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	GAL	20230118	1	 	6.4000	 	6.2300	 	6.1000	 	6.0500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	GAL	20230619	1	 	6.2000	 	6.0300	 	5.9000	 	5.8500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	GAL	20230925	1	 	6.4000	 	6.2300	 	6.1000	 	6.0500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	GAL	20231206	1	 	6.2000	 	6.0300	 	5.9000	 	5.8500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	GAL	20240401	1	 	6.4000	 	6.2300	 	6.1000	 	6.0500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	GAL	20240501	1	 	6.6000	 	6.4300	 	6.3000	 	6.2500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	GAL	20240918	1	 	6.4000	 	6.2300	 	6.1000	 	6.0500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	LBS	20230118	1	 	0.7978	 	0.7767	 	0.7604	 	0.7542	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	LBS	20230619	1	 	0.7729	 	0.7517	 	0.7355	 	0.7293	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	LBS	20230925	1	 	0.7978	 	0.7767	 	0.7604	 	0.7542	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	LBS	20231206	1	 	0.7729	 	0.7517	 	0.7355	 	0.7293	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	LBS	20240401	1	 	0.7978	 	0.7767	 	0.7604	 	0.7542	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	LBS	20240501	1	 	0.8228	 	0.8016	 	0.7854	 	0.7791	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4554	653	LBS	20240918	1	 	0.7978	 	0.7767	 	0.7604	 	0.7542	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4555	001	GAL	20230118	1	 	4.3800	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	GAL	20230619	1	 	4.1800	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	GAL	20230925	1	 	4.3800	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	GAL	20231206	1	 	4.1800	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	GAL	20240401	1	 	4.3800	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	GAL	20240501	1	 	4.5800	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	GAL	20240918	1	 	4.3800	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	LBS	20230118	1	 	0.5742	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	LBS	20230619	1	 	0.5480	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	LBS	20230925	1	 	0.5742	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	LBS	20231206	1	 	0.5480	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	LBS	20240401	1	 	0.5742	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	LBS	20240501	1	 	0.6028	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	001	LBS	20240918	1	 	0.5742	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4555	653	GAL	20230118	1	 	6.5300	 	6.3600	 	6.2400	 	6.1800	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4555	653	GAL	20230619	1	 	6.3300	 	6.1600	 	6.0400	 	5.9800	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4555	653	GAL	20230925	1	 	6.5300	 	6.3600	 	6.2400	 	6.1800	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4555	653	GAL	20231206	1	 	6.3300	 	6.1600	 	6.0400	 	5.9800	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4555	653	GAL	20240401	1	 	6.5300	 	6.3600	 	6.2400	 	6.1800	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4555	653	GAL	20240501	1	 	6.7300	 	6.5600	 	6.4400	 	6.3800	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4555	653	GAL	20240918	1	 	6.5300	 	6.3600	 	6.2400	 	6.1800	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4561	001	GAL	20230118	1	 	4.4500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4561	001	GAL	20230619	1	 	4.2500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4561	001	GAL	20230925	1	 	4.4500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4561	001	GAL	20231206	1	 	4.2500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4561	001	GAL	20240401	1	 	4.4500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4561	001	GAL	20240501	1	 	4.6500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4561	001	GAL	20240918	1	 	4.4500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4570	001	GAL	20230118	1	 	5.5000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4570	001	GAL	20230619	1	 	5.3000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4570	001	GAL	20230925	1	 	5.5000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4570	001	GAL	20231206	1	 	5.3000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4570	001	GAL	20240401	1	 	5.5000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4570	001	GAL	20240501	1	 	5.7000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4570	001	GAL	20240918	1	 	5.5000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4570	653	GAL	20230118	1	 	7.6000	 	7.4300	 	7.3000	 	7.2500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4570	653	GAL	20230619	1	 	7.4000	 	7.2300	 	7.1000	 	7.0500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4570	653	GAL	20230925	1	 	7.6000	 	7.4300	 	7.3000	 	7.2500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4570	653	GAL	20231206	1	 	7.4000	 	7.2300	 	7.1000	 	7.0500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4570	653	GAL	20240401	1	 	7.6000	 	7.4300	 	7.3000	 	7.2500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4570	653	GAL	20240501	1	 	7.8000	 	7.6300	 	7.5000	 	7.4500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4570	653	GAL	20240918	1	 	7.6000	 	7.4300	 	7.3000	 	7.2500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4571	001	GAL	20230118	1	 	5.8500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	GAL	20230619	1	 	5.6500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	GAL	20230925	1	 	5.8500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	GAL	20231206	1	 	5.6500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	GAL	20240401	1	 	5.8500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	GAL	20240501	1	 	6.0500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	GAL	20240918	1	 	5.8500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	KG 	20230118	1	 	1.6854	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	KG 	20230619	1	 	1.6267	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	KG 	20230925	1	 	1.6854	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	KG 	20231206	1	 	1.6267	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	KG 	20240401	1	 	1.6843	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	KG 	20240501	1	 	1.7419	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	KG 	20240918	1	 	1.6843	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	LBS	20230118	1	 	0.7645	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	LBS	20230619	1	 	0.7379	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	LBS	20230925	1	 	0.7645	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	LBS	20231206	1	 	0.7379	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	LBS	20240401	1	 	0.7640	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	LBS	20240501	1	 	0.7901	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	001	LBS	20240918	1	 	0.7645	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4571	653	GAL	20230118	1	 	7.9500	 	7.7500	 	7.6500	 	7.6000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4571	653	GAL	20230619	1	 	7.7500	 	7.5500	 	7.4500	 	7.4000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4571	653	GAL	20230925	1	 	7.9500	 	7.7500	 	7.6500	 	7.6000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4571	653	GAL	20231206	1	 	7.7500	 	7.5500	 	7.4500	 	7.4000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4571	653	GAL	20240401	1	 	7.9500	 	7.7500	 	7.6500	 	7.6000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4571	653	GAL	20240501	1	 	8.1500	 	7.9500	 	7.8500	 	7.8000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4571	653	GAL	20240918	1	 	7.9500	 	7.7500	 	7.6500	 	7.6000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4572	001	GAL	20230531	1	 	0.0000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	0	0	0	0	0	 	I	                          
 	10	001	4573	001	GAL	20230118	1	 	4.9000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4573	001	GAL	20230619	1	 	4.7000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4573	001	GAL	20230925	1	 	4.9000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4573	001	GAL	20231206	1	 	4.7000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4573	001	GAL	20240401	1	 	4.9000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4573	001	GAL	20240501	1	 	5.1000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4573	001	GAL	20240918	1	 	4.9000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4573	653	GAL	20230118	1	 	7.0000	 	6.9000	 	6.8000	 	6.7000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4573	653	GAL	20230619	1	 	6.8000	 	6.7000	 	6.6000	 	6.5000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4573	653	GAL	20230925	1	 	7.0000	 	6.9000	 	6.8000	 	6.7000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4573	653	GAL	20231206	1	 	6.8000	 	6.7000	 	6.6000	 	6.5000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4573	653	GAL	20240401	1	 	7.0000	 	6.9000	 	6.8000	 	6.7000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4573	653	GAL	20240501	1	 	7.2000	 	7.1000	 	7.0000	 	6.9000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4573	653	GAL	20240918	1	 	7.0000	 	6.9000	 	6.8000	 	6.7000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4575	001	GAL	20230601	1	 	0.0000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	0	0	0	0	0	 	I	                          
 	10	001	4575	001	LBS	20230601	1	 	0.0000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	0	0	0	0	0	 	I	                          
 	10	001	4575	653	GAL	20230601	1	 	0.0000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	0	0	0	0	0	 	I	                          
 	10	001	4575	653	LBS	20230601	1	 	0.0000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	0	0	0	0	0	 	I	                          
 	10	001	4576	001	GAL	20230118	1	 	4.4000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4576	001	GAL	20230619	1	 	4.1500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4576	001	GAL	20230925	1	 	4.3500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4576	001	GAL	20231206	1	 	4.1500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4576	001	GAL	20240401	1	 	4.3000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4576	001	GAL	20240501	1	 	4.4500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4576	001	GAL	20240918	1	 	4.2500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4577	001	GAL	20230118	1	 	4.4000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4577	001	GAL	20230619	1	 	4.1500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4577	001	GAL	20230925	1	 	4.3500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4577	001	GAL	20231206	1	 	4.1500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4577	001	GAL	20240401	1	 	4.3000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4577	001	GAL	20240501	1	 	4.4500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4577	001	GAL	20240918	1	 	4.2500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4577	653	GAL	20230118	1	 	6.5000	 	6.4000	 	6.3000	 	6.2000	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4577	653	GAL	20230619	1	 	6.2500	 	6.1500	 	6.0500	 	5.9500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4577	653	GAL	20230925	1	 	6.4500	 	6.3500	 	6.2500	 	6.1500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4577	653	GAL	20231206	1	 	6.2500	 	6.1500	 	6.0500	 	5.9500	 	0.0000	0	9	24	49	9999999	0	 	 	                          
 	10	001	4577	653	GAL	20240401	1	 	6.2000	 	6.1000	 	0.0000	 	0.0000	 	0.0000	0	49	9999999	0	0	0	 	 	                          
 	10	001	4577	653	GAL	20240501	1	 	6.3500	 	6.2500	 	0.0000	 	0.0000	 	0.0000	0	49	9999999	0	0	0	 	 	                          
 	10	001	4577	653	GAL	20240918	1	 	6.1500	 	6.0500	 	0.0000	 	0.0000	 	0.0000	0	49	9999999	0	0	0	 	 	                          
 	10	001	4578	001	GAL	20230601	1	 	0.0000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	0	0	0	0	0	 	I	                          
 	10	001	4579	001	GAL	20230118	1	 	4.4000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4579	001	GAL	20230619	1	 	4.1500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4579	001	GAL	20230925	1	 	4.3500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4579	001	GAL	20231206	1	 	4.1500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4579	653	GAL	20230118	1	 	6.3000	 	6.2000	 	0.0000	 	0.0000	 	0.0000	0	49	9999999	0	0	0	 	 	                          
 	10	001	4579	653	GAL	20230619	1	 	6.0500	 	5.9500	 	0.0000	 	0.0000	 	0.0000	0	49	9999999	0	0	0	 	 	                          
 	10	001	4579	653	GAL	20230925	1	 	6.2500	 	6.1500	 	0.0000	 	0.0000	 	0.0000	0	49	9999999	0	0	0	 	 	                          
 	10	001	4579	653	GAL	20231206	1	 	6.0500	 	5.9500	 	0.0000	 	0.0000	 	0.0000	0	49	9999999	0	0	0	 	 	                          
 	10	001	4581	001	GAL	20230531	1	 	0.0000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	0	0	0	0	0	 	I	                          
 	10	001	4585	001	GAL	20230531	1	 	0.0000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	0	0	0	0	0	 	I	                          
 	10	001	4585	646	GAL	20230531	1	 	0.0000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	0	0	0	0	0	 	I	                          
 	10	001	4585	648	LBS	20230531	1	 	0.0000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	0	0	0	0	0	 	I	                          
 	10	001	4586	001	GAL	20230118	1	 	4.4000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	GAL	20230619	1	 	4.1500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	GAL	20230925	1	 	4.3500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	GAL	20231206	1	 	4.1500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	GAL	20240401	1	 	4.3000	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	GAL	20240501	1	 	4.4500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	GAL	20240918	1	 	4.2500	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	LBS	20230118	1	 	0.5228	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	LBS	20230619	1	 	0.4931	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	LBS	20230925	1	 	0.5168	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	LBS	20231206	1	 	0.4931	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	LBS	20240401	1	 	0.5109	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	LBS	20240501	1	 	0.5287	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	001	LBS	20240918	1	 	0.5050	 	0.0000	 	0.0000	 	0.0000	 	0.0000	0	9999999	0	0	0	0	 	 	                          
 	10	001	4586	613	GAL	20230118	1	 	6.3000	 	6.2000	 	0.0000	 	0.0000	 	0.0000	0	49	9999999	0	0	0	 	 	                          
 	10	001	4586	613	GAL	20230619	1	 	6.0500	 	5.9500	 	0.0000	 	0.0000	 	0.0000	0	49	9999999	0	0	0	 	 	                          
 	10	001	4586	613	GAL	20230925	1	 	6.2500	 	6.1500	 	0.0000	 	0.0000	 	0.0000	0	49	9999999	0	0	0	 	 	                          
